edge_probability,fraction,no_edges,graph_uncertainty,mean_uncertainty,std_dev_uncertainty,min_uncertainty,max_uncertainty,centrality_metric,mean_se_value,min_se_value,max_se_value
0.05,0.45,14888,7334.027612061244,54.9676118913781,10.478989189552362,17.913596526803147,86.81438603296782,closeness_centrality,0.06118922873863548,0.03566755197079245,0.09550241977837183
0.05,0.45,14888,7334.027612061244,54.9676118913781,10.478989189552362,17.913596526803147,86.81438603296782,betweenness_centrality,2.3072177618730876e-05,4.157117299621147e-11,0.0002365841262048677
0.05,0.45,14888,7334.027612061244,54.9676118913781,10.478989189552362,17.913596526803147,86.81438603296782,eigenvector_centrality,0.0002877830535069554,1.1873203006091227e-08,0.0024874135102112976
0.05,0.5,16364,7564.845974684505,56.803969606527595,10.903514721595318,18.242485652567844,89.04696187727394,degree_centrality,0.22579984193803357,0.13949775003628972,0.31612393348494366
0.05,0.5,16364,7564.845974684505,56.803969606527595,10.903514721595318,18.242485652567844,89.04696187727394,closeness_centrality,0.0720886351776018,0.04438445659466823,0.10541678464148187
0.05,0.5,16364,7564.845974684505,56.803969606527595,10.903514721595318,18.242485652567844,89.04696187727394,betweenness_centrality,2.461740696267104e-05,2.9366982923807334e-10,0.00024606254106157013
0.05,0.5,16364,7564.845974684505,56.803969606527595,10.903514721595318,18.242485652567844,89.04696187727394,eigenvector_centrality,0.0002905802061259594,1.0632465113682065e-08,0.002700607522966755
0.05,0.55,17841,7774.833998913027,58.48907964360984,11.365576252754577,18.645405128037787,91.39727276413316,degree_centrality,0.2731094014612667,0.18812599796777468,0.37755842647699217
0.05,0.55,17841,7774.833998913027,58.48907964360984,11.365576252754577,18.645405128037787,91.39727276413316,closeness_centrality,0.08473550106294449,0.05123221557919201,0.12061940173856622
0.05,0.55,17841,7774.833998913027,58.48907964360984,11.365576252754577,18.645405128037787,91.39727276413316,betweenness_centrality,2.614272816195424e-05,6.019205812857142e-09,0.0002556348245241728
0.05,0.55,17841,7774.833998913027,58.48907964360984,11.365576252754577,18.645405128037787,91.39727276413316,eigenvector_centrality,0.00028912379173174653,2.488046620552334e-09,0.002872865029659893
0.05,0.6,19317,7967.205163858465,60.02449057368935,11.765174319493509,19.101429449561966,93.59777778641181,degree_centrality,0.3248179868066645,0.21702875760068388,0.4285253463653811
0.05,0.6,19317,7967.205163858465,60.02449057368935,11.765174319493509,19.101429449561966,93.59777778641181,closeness_centrality,0.09934321221924779,0.06469734572774324,0.1417397205899345
0.05,0.6,19317,7967.205163858465,60.02449057368935,11.765174319493509,19.101429449561966,93.59777778641181,betweenness_centrality,2.775777162314398e-05,7.145324951761891e-10,0.0002589790194897201
0.05,0.6,19317,7967.205163858465,60.02449057368935,11.765174319493509,19.101429449561966,93.59777778641181,eigenvector_centrality,0.00028923105188930105,1.5972199111002728e-10,0.003012087206784051
0.05,0.65,20793,8144.795934639202,61.441938122689805,12.127768602770383,19.434532534509163,95.66647293810853,degree_centrality,0.38100108062773136,0.24401219335172006,0.4771535942968661
0.05,0.65,20793,8144.795934639202,61.441938122689805,12.127768602770383,19.434532534509163,95.66647293810853,closeness_centrality,0.11627802679297264,0.0754229292820069,0.16175493933775528
0.05,0.65,20793,8144.795934639202,61.441938122689805,12.127768602770383,19.434532534509163,95.66647293810853,betweenness_centrality,2.9447471264414446e-05,2.995421331158232e-11,0.00026628328209852377
0.05,0.65,20793,8144.795934639202,61.441938122689805,12.127768602770383,19.434532534509163,95.66647293810853,eigenvector_centrality,0.00029175048632247645,2.727371801963239e-09,0.0031404486694255104
0.05,0.7,22269,8309.717445953134,62.748287615668204,12.422962751409393,19.842192257592497,98.86083450965343,degree_centrality,0.4416670698859695,0.33444621860937723,0.534249447589555
0.05,0.7,22269,8309.717445953134,62.748287615668204,12.422962751409393,19.842192257592497,98.86083450965343,closeness_centrality,0.13594677970769162,0.09226242327360584,0.19313245078985486
0.05,0.7,22269,8309.717445953134,62.748287615668204,12.422962751409393,19.842192257592497,98.86083450965343,betweenness_centrality,3.12544898531687e-05,2.649054401645622e-10,0.0002709598903863906
0.05,0.7,22269,8309.717445953134,62.748287615668204,12.422962751409393,19.842192257592497,98.86083450965343,eigenvector_centrality,0.0002970595480238285,3.468603536008777e-09,0.003012815606356777
0.05,0.75,23745,8463.65833016376,63.98139234980573,12.743434510371689,20.055679621952148,101.40894510352636,degree_centrality,0.5067980193867835,0.39755810390154994,0.6132965597329075
0.05,0.75,23745,8463.65833016376,63.98139234980573,12.743434510371689,20.055679621952148,101.40894510352636,closeness_centrality,0.15879950236783494,0.10995781213175897,0.21356405929974193
0.05,0.75,23745,8463.65833016376,63.98139234980573,12.743434510371689,20.055679621952148,101.40894510352636,betweenness_centrality,3.308175294997057e-05,3.5489030346350065e-09,0.000275526908777757
0.05,0.75,23745,8463.65833016376,63.98139234980573,12.743434510371689,20.055679621952148,101.40894510352636,eigenvector_centrality,0.00029714744608805765,4.5365188871255104e-10,0.0029792303464894845
0.05,0.8,25221,8607.99048241482,65.13195640647808,13.021585301247677,20.324874929676827,102.7069891817201,degree_centrality,0.5764176706827305,0.42328349542749294,0.6844405735391362
0.05,0.8,25221,8607.99048241482,65.13195640647808,13.021585301247677,20.324874929676827,102.7069891817201,closeness_centrality,0.1854652948018595,0.11804036288795876,0.2503710047404586
0.05,0.8,25221,8607.99048241482,65.13195640647808,13.021585301247677,20.324874929676827,102.7069891817201,betweenness_centrality,3.499781742873442e-05,4.550208797142958e-08,0.0002809254067288859
0.05,0.8,25221,8607.99048241482,65.13195640647808,13.021585301247677,20.324874929676827,102.7069891817201,eigenvector_centrality,0.00029970672261401274,5.244139760132468e-08,0.0031568909078313885
0.05,0.85,26697,8743.843660141047,66.21581137065394,13.291571630466109,20.557741337733034,104.6531544538215,degree_centrality,0.6505197012951403,0.5460557087788904,0.7525039918710987
0.05,0.85,26697,8743.843660141047,66.21581137065394,13.291571630466109,20.557741337733034,104.6531544538215,closeness_centrality,0.2166355015988005,0.16072089131846876,0.27720217460980895
0.05,0.85,26697,8743.843660141047,66.21581137065394,13.291571630466109,20.557741337733034,104.6531544538215,betweenness_centrality,3.697380928124999e-05,4.5497902132568634e-08,0.0002881452878163109
0.05,0.85,26697,8743.843660141047,66.21581137065394,13.291571630466109,20.557741337733034,104.6531544538215,eigenvector_centrality,0.00030122898097856824,2.6889575293335667e-08,0.003191163306378743
0.05,0.9,28173,8872.159329686403,67.2395627668808,13.54841009221318,20.759086831796107,106.16783713412049,degree_centrality,0.7291398525830215,0.6196029096304897,0.8092772697214559
0.05,0.9,28173,8872.159329686403,67.2395627668808,13.54841009221318,20.759086831796107,106.16783713412049,closeness_centrality,0.2532540207955643,0.19016087955092126,0.31278396904314526
0.05,0.9,28173,8872.159329686403,67.2395627668808,13.54841009221318,20.759086831796107,106.16783713412049,betweenness_centrality,3.9018440274796e-05,3.883823881686205e-10,0.00029339375573483113
0.05,0.9,28173,8872.159329686403,67.2395627668808,13.54841009221318,20.759086831796107,106.16783713412049,eigenvector_centrality,0.0003018545231289022,1.0240322030693014e-10,0.0032765981149210487
0.05,0.95,29649,8993.730326096831,68.20798247182657,13.798935188154369,21.04456221478909,108.55362213685592,degree_centrality,0.8122403187045383,0.7045208948242768,0.9059370010161123
0.05,0.95,29649,8993.730326096831,68.20798247182657,13.798935188154369,21.04456221478909,108.55362213685592,closeness_centrality,0.2964151298383228,0.23470306170752997,0.3712291726509754
0.05,0.95,29649,8993.730326096831,68.20798247182657,13.798935188154369,21.04456221478909,108.55362213685592,betweenness_centrality,4.1133450297696694e-05,2.6017050653590104e-08,0.0002997348459735227
0.05,0.95,29649,8993.730326096831,68.20798247182657,13.798935188154369,21.04456221478909,108.55362213685592,eigenvector_centrality,0.0003035803441593513,3.991403650854091e-08,0.003174421133866474
0.05,1.0,31125,9109.230588819099,69.12967015033807,14.028927051430218,21.27760297331848,110.35043352937002,degree_centrality,0.899773100433863,0.8165190884017998,0.9760487734068802
0.05,1.0,31125,9109.230588819099,69.12967015033807,14.028927051430218,21.27760297331848,110.35043352937002,closeness_centrality,0.3473969002606458,0.29406696042387537,0.4341546256333271
0.05,1.0,31125,9109.230588819099,69.12967015033807,14.028927051430218,21.27760297331848,110.35043352937002,betweenness_centrality,4.331797327210542e-05,1.2319645477569773e-07,0.0003064702245135124
0.05,1.0,31125,9109.230588819099,69.12967015033807,14.028927051430218,21.27760297331848,110.35043352937002,eigenvector_centrality,0.0003047129123964737,1.3001444183342494e-08,0.0031684219733344164
0.1,0.0,3174,0.0,0.0,0.0,0.0,0.0,degree_centrality,0.0,0.0,0.0
0.1,0.0,3174,0.0,0.0,0.0,0.0,0.0,closeness_centrality,0.0,0.0,0.0
0.1,0.0,3174,0.0,0.0,0.0,0.0,0.0,betweenness_centrality,4.291259677111843e-36,0.0,4.81482486096809e-35
0.1,0.0,3174,0.0,0.0,0.0,0.0,0.0,eigenvector_centrality,4.745491382970149e-34,0.0,3.0814879110195774e-33
0.1,0.05,4572,4054.7242556134756,29.095048807522208,5.6938248328191445,14.321575831415736,46.47781067558757,degree_centrality,0.0021717069079530953,0.00025806035386525996,0.007112788503411232
0.1,0.05,4572,4054.7242556134756,29.095048807522208,5.6938248328191445,14.321575831415736,46.47781067558757,closeness_centrality,0.0009392685262343519,0.00013264390990286206,0.004875081611161041
0.1,0.05,4572,4054.7242556134756,29.095048807522208,5.6938248328191445,14.321575831415736,46.47781067558757,betweenness_centrality,9.032470742187536e-07,1.1232823324227924e-12,1.0558914021305841e-05
0.1,0.05,4572,4054.7242556134756,29.095048807522208,5.6938248328191445,14.321575831415736,46.47781067558757,eigenvector_centrality,4.465967774794361e-05,1.2242236926230185e-09,0.0003720709416244537
0.1,0.1,5969,5945.034918324712,43.85144359926332,5.66101102117614,30.789524317067617,61.64659033067344,degree_centrality,0.00834063966710214,0.002725762487701811,0.018644860566765047
0.1,0.1,5969,5945.034918324712,43.85144359926332,5.66101102117614,30.789524317067617,61.64659033067344,closeness_centrality,0.002018241425708952,0.0004239284506435583,0.006986244867331454
0.1,0.1,5969,5945.034918324712,43.85144359926332,5.66101102117614,30.789524317067617,61.64659033067344,betweenness_centrality,1.5593946682898928e-06,2.2503858463938194e-10,2.0759255025241463e-05
0.1,0.1,5969,5945.034918324712,43.85144359926332,5.66101102117614,30.789524317067617,61.64659033067344,eigenvector_centrality,7.234759971162176e-05,1.0616381363625338e-08,0.0006283359960103111
0.1,0.15,7367,7258.265790335165,54.18870178372933,6.415067998681693,37.48927344756968,72.39559317340273,degree_centrality,0.0185971194013,0.0071127885034112295,0.04361219980322897
0.1,0.15,7367,7258.265790335165,54.18870178372933,6.415067998681693,37.48927344756968,72.39559317340273,closeness_centrality,0.003470052242645706,0.0008417920221699201,0.010044772722181503
0.1,0.15,7367,7258.265790335165,54.18870178372933,6.415067998681693,37.48927344756968,72.39559317340273,betweenness_centrality,2.1039827478217607e-06,2.196681811449499e-10,2.9224943444639144e-05
0.1,0.15,7367,7258.265790335165,54.18870178372933,6.415067998681693,37.48927344756968,72.39559317340273,eigenvector_centrality,9.04254769347369e-05,1.4279292826149164e-09,0.0011739175723289885
0.1,0.2,8764,8270.467917140111,62.187745028904494,7.121279481804215,43.57868558394588,81.9255525257572,degree_centrality,0.03286140546120222,0.010903049950807243,0.0660634505895066
0.1,0.2,8764,8270.467917140111,62.187745028904494,7.121279481804215,43.57868558394588,81.9255525257572,closeness_centrality,0.005428308513883237,0.0012090697253609264,0.01345881445997479
0.1,0.2,8764,8270.467917140111,62.187745028904494,7.121279481804215,43.57868558394588,81.9255525257572,betweenness_centrality,2.6316938335051286e-06,6.789357601244355e-12,3.87462941158347e-05
0.1,0.2,8764,8270.467917140111,62.187745028904494,7.121279481804215,43.57868558394588,81.9255525257572,eigenvector_centrality,0.0001009477825366482,1.4928058561124773e-09,0.0013721278969018094
0.1,0.25,10162,9096.819485146385,68.76193090874972,7.746632969478153,47.11792273499708,94.94987497095099,degree_centrality,0.051098917759390995,0.01756423283495427,0.09315978774535896
0.1,0.25,10162,9096.819485146385,68.76193090874972,7.746632969478153,47.11792273499708,94.94987497095099,closeness_centrality,0.007968272250409122,0.0021525253781391547,0.017510383355816356
0.1,0.25,10162,9096.819485146385,68.76193090874972,7.746632969478153,47.11792273499708,94.94987497095099,betweenness_centrality,3.1286042434619364e-06,3.060239504899949e-11,3.8935554704693324e-05
0.1,0.25,10162,9096.819485146385,68.76193090874972,7.746632969478153,47.11792273499708,94.94987497095099,eigenvector_centrality,0.00010486897856236706,1.27305351360117e-09,0.0011901440522390388
0.1,0.3,11559,9794.842990748404,74.33208774193305,8.350825171221818,49.62861677244173,100.77253185895015,degree_centrality,0.0733077208432122,0.03872518185190561,0.12207867615038469
0.1,0.3,11559,9794.842990748404,74.33208774193305,8.350825171221818,49.62861677244173,100.77253185895015,closeness_centrality,0.01117161569807848,0.00488534903754332,0.021505736740321503
0.1,0.3,11559,9794.842990748404,74.33208774193305,8.350825171221818,49.62861677244173,100.77253185895015,betweenness_centrality,3.647376796581137e-06,2.2326402820833183e-11,3.555987875443378e-05
0.1,0.3,11559,9794.842990748404,74.33208774193305,8.350825171221818,49.62861677244173,100.77253185895015,eigenvector_centrality,0.00010719309444924289,3.444273267764976e-10,0.0009438831837081576
0.1,0.35,12957,10400.102835070467,79.15130804105256,9.010114413728735,52.65888105796702,104.33991057324461,degree_centrality,0.0996080708375671,0.052402380606764415,0.15807809551458848
0.1,0.35,12957,10400.102835070467,79.15130804105256,9.010114413728735,52.65888105796702,104.33991057324461,closeness_centrality,0.015160863516636322,0.006663733998347184,0.029700411616904083
0.1,0.35,12957,10400.102835070467,79.15130804105256,9.010114413728735,52.65888105796702,104.33991057324461,betweenness_centrality,4.248910373206329e-06,9.719117950449785e-11,3.787201861582334e-05
0.1,0.35,12957,10400.102835070467,79.15130804105256,9.010114413728735,52.65888105796702,104.33991057324461,eigenvector_centrality,0.00010879837524528008,4.291086727066763e-09,0.0009208103176558455
0.1,0.4,14354,10933.8414111334,83.38405980397104,9.548987196293027,53.63232890349167,111.36303640225464,degree_centrality,0.1299457750681441,0.0660634505895066,0.19872260124836696
0.1,0.4,14354,10933.8414111334,83.38405980397104,9.548987196293027,53.63232890349167,111.36303640225464,closeness_centrality,0.0200504654828704,0.008233850080706751,0.03587866010257819
0.1,0.4,14354,10933.8414111334,83.38405980397104,9.548987196293027,53.63232890349167,111.36303640225464,betweenness_centrality,4.908518464832892e-06,8.356313348931065e-10,4.0621995435178774e-05
0.1,0.4,14354,10933.8414111334,83.38405980397104,9.548987196293027,53.63232890349167,111.36303640225464,eigenvector_centrality,0.00011404091926603618,1.0364056277810956e-09,0.0008147394698727635
0.1,0.45,15752,11411.87272415055,87.19410271166005,10.057777571810593,55.6109200760797,116.68362106728291,degree_centrality,0.16423799616135223,0.09315978774535892,0.24401219335172006
0.1,0.45,15752,11411.87272415055,87.19410271166005,10.057777571810593,55.6109200760797,116.68362106728291,closeness_centrality,0.025957746211242652,0.012055846331008055,0.04666824098071067
0.1,0.45,15752,11411.87272415055,87.19410271166005,10.057777571810593,55.6109200760797,116.68362106728291,betweenness_centrality,5.598237015400515e-06,1.9787241538235985e-11,4.376312469080009e-05
0.1,0.45,15752,11411.87272415055,87.19410271166005,10.057777571810593,55.6109200760797,116.68362106728291,eigenvector_centrality,0.00011647660260861534,2.8438158317366202e-11,0.0008509118254433015
0.1,0.5,17150,11844.509350547143,90.67509994987475,10.695216313328501,57.400352507214926,122.79511748823502,degree_centrality,0.20249660489346957,0.12775600393542036,0.26839889679198714
0.1,0.5,17150,11844.509350547143,90.67509994987475,10.695216313328501,57.400352507214926,122.79511748823502,closeness_centrality,0.03304286938834301,0.01737520297718393,0.052023648435830495
0.1,0.5,17150,11844.509350547143,90.67509994987475,10.695216313328501,57.400352507214926,122.79511748823502,betweenness_centrality,6.306094188053089e-06,1.9132817025096828e-14,4.6548803485362366e-05
0.1,0.5,17150,11844.509350547143,90.67509994987475,10.695216313328501,57.400352507214926,122.79511748823502,eigenvector_centrality,0.0001127792691845542,1.0899708287822276e-08,0.0008204651658152848
0.1,0.55,18547,12239.384619261988,93.82128698053418,11.142681986851906,58.602164170801196,127.1680313196146,degree_centrality,0.24480276124578637,0.16780374510088542,0.33910743375106844
0.1,0.55,18547,12239.384619261988,93.82128698053418,11.142681986851906,58.602164170801196,127.1680313196146,closeness_centrality,0.04154186595138141,0.024150252065261217,0.0645612621363039
0.1,0.55,18547,12239.384619261988,93.82128698053418,11.142681986851906,58.602164170801196,127.1680313196146,betweenness_centrality,7.124310217486832e-06,1.181927377472206e-09,5.0647072817477205e-05
0.1,0.55,18547,12239.384619261988,93.82128698053418,11.142681986851906,58.602164170801196,127.1680313196146,eigenvector_centrality,0.0001150088819657694,7.4844173336367e-12,0.0008545800260326714
0.1,0.6,19945,12603.059680344733,96.70430896595202,11.511851409652607,59.86802467093344,130.14645696611126,degree_centrality,0.291286527636651,0.19162594151707227,0.39755810390154994
0.1,0.6,19945,12603.059680344733,96.70430896595202,11.511851409652607,59.86802467093344,130.14645696611126,closeness_centrality,0.05173044452797685,0.028499034716611242,0.07935676827384026
0.1,0.6,19945,12603.059680344733,96.70430896595202,11.511851409652607,59.86802467093344,130.14645696611126,betweenness_centrality,8.023513297741675e-06,2.4932762312863406e-09,5.530788449760893e-05
0.1,0.6,19945,12603.059680344733,96.70430896595202,11.511851409652607,59.86802467093344,130.14645696611126,eigenvector_centrality,0.00011972462242003903,4.069680119997118e-09,0.0009562649919132332
0.1,0.65,21342,12939.669805538619,99.37832713276917,11.838903817677432,60.92566169793962,133.31801423146857,degree_centrality,0.3416402961242562,0.23614135255882965,0.44981532555926507
0.1,0.65,21342,12939.669805538619,99.37832713276917,11.838903817677432,60.92566169793962,133.31801423146857,closeness_centrality,0.06377442343151382,0.03786789094123391,0.09383969707051898
0.1,0.65,21342,12939.669805538619,99.37832713276917,11.838903817677432,60.92566169793962,133.31801423146857,betweenness_centrality,8.971651831928624e-06,8.025367359350028e-12,5.960065769777797e-05
0.1,0.65,21342,12939.669805538619,99.37832713276917,11.838903817677432,60.92566169793962,133.31801423146857,eigenvector_centrality,0.00012350078132571137,1.910020101566409e-09,0.0008873437131325773
0.1,0.7,22740,13253.39135240177,101.8805610037086,12.219981608135138,61.926791431903645,134.33649869363524,degree_centrality,0.3960747729875322,0.28960823212528836,0.5225722165771518
0.1,0.7,22740,13253.39135240177,101.8805610037086,12.219981608135138,61.926791431903645,134.33649869363524,closeness_centrality,0.07808626934547765,0.04848474865587077,0.1161483894998089
0.1,0.7,22740,13253.39135240177,101.8805610037086,12.219981608135138,61.926791431903645,134.33649869363524,betweenness_centrality,9.970045799718164e-06,1.5377335717251628e-08,6.501527938594321e-05
0.1,0.7,22740,13253.39135240177,101.8805610037086,12.219981608135138,61.926791431903645,134.33649869363524,eigenvector_centrality,0.00012491610810643654,1.5833041325137927e-09,0.0009735084077578942
0.1,0.75,24137,13546.751600012552,104.2263669011823,12.618524518903198,63.22146938595496,138.23478698553026,degree_centrality,0.45446828276963236,0.3438009064369929,0.5700553216883598
0.1,0.75,24137,13546.751600012552,104.2263669011823,12.618524518903198,63.22146938595496,138.23478698553026,closeness_centrality,0.09503839391945595,0.06149183360747162,0.13216513208154557
0.1,0.75,24137,13546.751600012552,104.2263669011823,12.618524518903198,63.22146938595496,138.23478698553026,betweenness_centrality,1.1022878961406087e-05,8.007120529889893e-08,6.812348053912463e-05
0.1,0.75,24137,13546.751600012552,104.2263669011823,12.618524518903198,63.22146938595496,138.23478698553026,eigenvector_centrality,0.00012535874557959242,2.432926468491332e-09,0.001017707063837722
0.1,0.8,25535,13822.607846840692,106.41663266974206,12.894597079596522,64.85414172199249,139.78229835429815,degree_centrality,0.5169348881469646,0.4180739020338381,0.6132965597329075
0.1,0.8,25535,13822.607846840692,106.41663266974206,12.894597079596522,64.85414172199249,139.78229835429815,closeness_centrality,0.11512644993936819,0.08434175914675843,0.15021193044820985
0.1,0.8,25535,13822.607846840692,106.41663266974206,12.894597079596522,64.85414172199249,139.78229835429815,betweenness_centrality,1.2153011941737847e-05,1.5056396868771763e-07,7.20588941665028e-05
0.1,0.8,25535,13822.607846840692,106.41663266974206,12.894597079596522,64.85414172199249,139.78229835429815,eigenvector_centrality,0.00012850208867593043,1.793826466104036e-08,0.0011057262639048177
0.1,0.85,26932,14082.583209514125,108.4863180687738,13.214111951594239,66.35594538744574,141.5846262724687,degree_centrality,0.5834108482121256,0.4606538604216061,0.6977951968516636
0.1,0.85,26932,14082.583209514125,108.4863180687738,13.214111951594239,66.35594538744574,141.5846262724687,closeness_centrality,0.1389698541302404,0.0958342085269475,0.17603447461005367
0.1,0.85,26932,14082.583209514125,108.4863180687738,13.214111951594239,66.35594538744574,141.5846262724687,betweenness_centrality,1.3340535520750282e-05,2.603833536283905e-07,7.568222565172167e-05
0.1,0.85,26932,14082.583209514125,108.4863180687738,13.214111951594239,66.35594538744574,141.5846262724687,eigenvector_centrality,0.00012978385734992222,8.398531008294273e-08,0.0011905061318873244
