graph_size,fraction,no_edges,graph_uncertainty,mean_uncertainty,std_dev_uncertainty,min_uncertainty,max_uncertainty,centrality_metric,mean_se_value,min_se_value,max_se_value
50,0.0,315,0.0,0.0,0.0,0.0,0.0,degree_centrality,0.0,0.0,0.0
50,0.0,315,0.0,0.0,0.0,0.0,0.0,closeness_centrality,0.0,0.0,0.0
50,0.0,315,0.0,0.0,0.0,0.0,0.0,betweenness_centrality,1.2226081644032447e-35,0.0,1.0833355937178202e-34
50,0.0,315,0.0,0.0,0.0,0.0,0.0,eigenvector_centrality,1.040965134941301e-33,0.0,1.232595164407831e-32
50,0.05,361,194.6774212271166,5.479448790483856,3.947803367936748,0.0,13.920352855415082,degree_centrality,0.002365680966264057,0.0,0.010412328196584757
50,0.05,361,194.6774212271166,5.479448790483856,3.947803367936748,0.0,13.920352855415082,closeness_centrality,0.0006398296651664184,0.0,0.00399656493592284
50,0.05,361,194.6774212271166,5.479448790483856,3.947803367936748,0.0,13.920352855415082,betweenness_centrality,1.5905111266571932e-05,1.8681472437467777e-08,8.912117012920357e-05
50,0.05,361,194.6774212271166,5.479448790483856,3.947803367936748,0.0,13.920352855415082,eigenvector_centrality,0.0003152981099287267,2.2318434078514146e-09,0.002039612259494175
50,0.1,406,307.26855620206913,9.58258501589908,4.2758638620034475,0.0,18.90334643010939,degree_centrality,0.0072136609745939205,0.0,0.02665556018325698
50,0.1,406,307.26855620206913,9.58258501589908,4.2758638620034475,0.0,18.90334643010939,closeness_centrality,0.0015955858207250468,4.493217132238234e-05,0.006944444444444451
50,0.1,406,307.26855620206913,9.58258501589908,4.2758638620034475,0.0,18.90334643010939,betweenness_centrality,2.406639236759253e-05,1.331742166744944e-08,9.340676399042162e-05
50,0.1,406,307.26855620206913,9.58258501589908,4.2758638620034475,0.0,18.90334643010939,eigenvector_centrality,0.0004996210817135619,1.2849335846887656e-07,0.0030720480265870255
50,0.15,451,393.70255110858227,12.885927870180101,3.8200249034636506,6.285402218862249,22.08777100124682,degree_centrality,0.014510620574760522,0.0016659725114535602,0.050395668471470235
50,0.15,451,393.70255110858227,12.885927870180101,3.8200249034636506,6.285402218862249,22.08777100124682,closeness_centrality,0.0028933620935600425,0.00021248385103926287,0.00951814396192742
50,0.15,451,393.70255110858227,12.885927870180101,3.8200249034636506,6.285402218862249,22.08777100124682,betweenness_centrality,3.705339507944418e-05,4.501916087861315e-08,0.00015013147545559085
50,0.15,451,393.70255110858227,12.885927870180101,3.8200249034636506,6.285402218862249,22.08777100124682,eigenvector_centrality,0.0005718429472557885,1.7326588979921551e-06,0.003391500746940244
50,0.2,497,466.25906563638273,15.551387162093752,3.887111581537922,6.285402218862249,24.051245125221705,degree_centrality,0.025472719700124945,0.0016659725114535602,0.08163265306122448
50,0.2,497,466.25906563638273,15.551387162093752,3.887111581537922,6.285402218862249,24.051245125221705,closeness_centrality,0.00483195537725994,0.0007724805182729748,0.017452482218377554
50,0.2,497,466.25906563638273,15.551387162093752,3.887111581537922,6.285402218862249,24.051245125221705,betweenness_centrality,4.704374221163611e-05,1.20210819579463e-07,0.0002410242620164303
50,0.2,497,466.25906563638273,15.551387162093752,3.887111581537922,6.285402218862249,24.051245125221705,eigenvector_centrality,0.0008124647519058815,1.1520592175354787e-09,0.006655636725743523
50,0.25,543,528.0514251114507,18.074735566450343,3.8031318856262,8.366322214245816,25.15816032913822,degree_centrality,0.0380841316118284,0.003748438150770514,0.13494377342773842
50,0.25,543,528.0514251114507,18.074735566450343,3.8031318856262,8.366322214245816,25.15816032913822,closeness_centrality,0.007068281530465591,0.0012369872649147184,0.02629656683710738
50,0.25,543,528.0514251114507,18.074735566450343,3.8031318856262,8.366322214245816,25.15816032913822,betweenness_centrality,5.1671175834712615e-05,6.026892105138348e-08,0.00025746430733350825
50,0.25,543,528.0514251114507,18.074735566450343,3.8031318856262,8.366322214245816,25.15816032913822,eigenvector_centrality,0.0007637247677405593,1.0762608293527122e-07,0.00926438377724014
