rewiring_probability,fraction,no_edges,graph_uncertainty,mean_uncertainty,std_dev_uncertainty,min_uncertainty,max_uncertainty,centrality_metric,mean_se_value,min_se_value,max_se_value
0.1,0.35,11706,5731.133576696041,42.873325499696826,3.015592749948144,33.25291438658747,52.45796836404103,eigenvector_centrality,0.00022988256932264092,4.9677190868327355e-09,0.0016968817241198651
0.1,0.4,13200,5959.425845212033,44.6987855931417,3.1177162698697236,34.88929619884934,54.737375293131066,degree_centrality,0.1483410912727215,0.09562748987919548,0.247996000064515
0.1,0.4,13200,5959.425845212033,44.6987855931417,3.1177162698697236,34.88929619884934,54.737375293131066,closeness_centrality,0.11842251970136138,0.08826918232683895,0.1643399208345981
0.1,0.4,13200,5959.425845212033,44.6987855931417,3.1177162698697236,34.88929619884934,54.737375293131066,betweenness_centrality,0.00011777976752501258,1.1424455418768036e-09,0.0013919858154207232
0.1,0.4,13200,5959.425845212033,44.6987855931417,3.1177162698697236,34.88929619884934,54.737375293131066,eigenvector_centrality,0.00023101818494539818,3.0985579296723984e-08,0.0016401864661734413
0.1,0.45,14694,6162.019462541249,46.31463913449237,3.1939123327192984,35.44046250619697,56.76924706688151,degree_centrality,0.18757387784068008,0.12490121127078592,0.29394687182464785
0.1,0.45,14694,6162.019462541249,46.31463913449237,3.1939123327192984,35.44046250619697,56.76924706688151,closeness_centrality,0.13256405301503277,0.09775954075379499,0.18021475171909476
0.1,0.45,14694,6162.019462541249,46.31463913449237,3.1939123327192984,35.44046250619697,56.76924706688151,betweenness_centrality,0.0001206291604998933,7.093934986830035e-09,0.0013873079746263852
0.1,0.45,14694,6162.019462541249,46.31463913449237,3.1939123327192984,35.44046250619697,56.76924706688151,eigenvector_centrality,0.00023494170337905507,1.330894267854302e-09,0.0014879226472049702
0.1,0.5,16188,6344.122331731819,47.76857434603802,3.2889441669235118,36.62033225538548,58.30885995813007,degree_centrality,0.2314176868115031,0.15490072740762242,0.32522056095869417
0.1,0.5,16188,6344.122331731819,47.76857434603802,3.2889441669235118,36.62033225538548,58.30885995813007,closeness_centrality,0.14852882379292517,0.10737499952734958,0.20312415153524974
0.1,0.5,16188,6344.122331731819,47.76857434603802,3.2889441669235118,36.62033225538548,58.30885995813007,betweenness_centrality,0.0001237399136305021,5.697813221160262e-10,0.0014120312568466776
0.1,0.5,16188,6344.122331731819,47.76857434603802,3.2889441669235118,36.62033225538548,58.30885995813007,eigenvector_centrality,0.0002355271415730609,1.3211544586236476e-07,0.0015328283163435054
0.1,0.55,17681,6509.3974176154925,49.09226838838355,3.392280651663561,37.237392704970006,60.138081764968746,degree_centrality,0.2797514878792276,0.19162594151707227,0.37755842647699217
0.1,0.55,17681,6509.3974176154925,49.09226838838355,3.392280651663561,37.237392704970006,60.138081764968746,closeness_centrality,0.16649544122372445,0.12061075521906026,0.2281684202872016
0.1,0.55,17681,6509.3974176154925,49.09226838838355,3.392280651663561,37.237392704970006,60.138081764968746,betweenness_centrality,0.00012658453340312056,1.6144998195711975e-11,0.0014143315540433158
0.1,0.55,17681,6509.3974176154925,49.09226838838355,3.392280651663561,37.237392704970006,60.138081764968746,eigenvector_centrality,0.00023069278294224484,2.7014987074201194e-08,0.0015177402386215657
0.1,0.6,19175,6660.880397026693,50.30539064617062,3.50173653546989,37.748019971420305,61.30737899775297,degree_centrality,0.33276095546846013,0.24006064418315826,0.43379945484750243
0.1,0.6,19175,6660.880397026693,50.30539064617062,3.50173653546989,37.748019971420305,61.30737899775297,closeness_centrality,0.18691723907385988,0.13650545444756323,0.25165164573834503
0.1,0.6,19175,6660.880397026693,50.30539064617062,3.50173653546989,37.748019971420305,61.30737899775297,betweenness_centrality,0.00012982928927720119,1.4112711756278824e-09,0.0014395848249686045
0.1,0.6,19175,6660.880397026693,50.30539064617062,3.50173653546989,37.748019971420305,61.30737899775297,eigenvector_centrality,0.0002265972692308938,6.48586773763621e-08,0.0015113619277187843
0.1,0.65,20669,6800.614838633115,51.42742254099845,3.6168973156628423,38.50164393240131,62.168936426811776,degree_centrality,0.3902658344220251,0.27678585829260804,0.5052983016402961
0.1,0.65,20669,6800.614838633115,51.42742254099845,3.6168973156628423,38.50164393240131,62.168936426811776,closeness_centrality,0.21001355688833306,0.15037138877670495,0.2762443257085634
0.1,0.65,20669,6800.614838633115,51.42742254099845,3.6168973156628423,38.50164393240131,62.168936426811776,betweenness_centrality,0.00013305607963372498,4.0443295032937386e-09,0.001461457511182453
0.1,0.65,20669,6800.614838633115,51.42742254099845,3.6168973156628423,38.50164393240131,62.168936426811776,eigenvector_centrality,0.00022051484815801246,3.710226617823532e-09,0.0014308507238214555
0.1,0.7,22162,6930.209426249677,52.46627984886028,3.704240489690497,39.14112876194123,63.7816425092101,degree_centrality,0.4523056079740645,0.34852663666715056,0.5640070321446429
0.1,0.7,22162,6930.209426249677,52.46627984886028,3.704240489690497,39.14112876194123,63.7816425092101,closeness_centrality,0.23631351004625656,0.18033298616203064,0.303259816970828
0.1,0.7,22162,6930.209426249677,52.46627984886028,3.704240489690497,39.14112876194123,63.7816425092101,betweenness_centrality,0.00013636957785399565,1.1101784287662782e-10,0.0014840073913656568
0.1,0.7,22162,6930.209426249677,52.46627984886028,3.704240489690497,39.14112876194123,63.7816425092101,eigenvector_centrality,0.00022026423138776964,7.506116895887895e-09,0.0014751658107089202
0.1,0.75,23656,7051.1881854102885,53.43611489964082,3.774092105356046,39.91616119388145,65.26653128970842,degree_centrality,0.5188894372671403,0.4026386671182722,0.6259415170723052
0.1,0.75,23656,7051.1881854102885,53.43611489964082,3.774092105356046,39.91616119388145,65.26653128970842,closeness_centrality,0.2662917831030768,0.19788615053510047,0.3424148493312797
0.1,0.75,23656,7051.1881854102885,53.43611489964082,3.774092105356046,39.91616119388145,65.26653128970842,betweenness_centrality,0.00013972374999621256,7.732015575142726e-10,0.0015056265643408014
0.1,0.75,23656,7051.1881854102885,53.43611489964082,3.774092105356046,39.91616119388145,65.26653128970842,eigenvector_centrality,0.00021746542216128555,3.418889939639924e-11,0.0015481960875825644
0.1,0.8,25150,7164.557058857428,54.340910652045096,3.8320048930922312,40.689221691755,66.16252081805736,degree_centrality,0.5902380929339848,0.4606538604216061,0.6977951968516636
0.1,0.8,25150,7164.557058857428,54.340910652045096,3.8320048930922312,40.689221691755,66.16252081805736,closeness_centrality,0.30084658329343333,0.23267181645342197,0.3923958704165184
0.1,0.8,25150,7164.557058857428,54.340910652045096,3.8320048930922312,40.689221691755,66.16252081805736,betweenness_centrality,0.00014320324966912156,2.699070672207752e-08,0.001524667017434723
0.1,0.8,25150,7164.557058857428,54.340910652045096,3.8320048930922312,40.689221691755,66.16252081805736,eigenvector_centrality,0.0002192979776578351,3.8648067499528073e-10,0.0014994346904374175
0.1,0.85,26644,7271.217200979081,55.193492150689764,3.895746659872036,41.50581967517936,67.38551726599209,degree_centrality,0.6661612554636216,0.5640070321446429,0.7594877501975774
0.1,0.85,26644,7271.217200979081,55.193492150689764,3.895746659872036,41.50581967517936,67.38551726599209,closeness_centrality,0.3406572791896412,0.26609604161691186,0.42890029294602705
0.1,0.85,26644,7271.217200979081,55.193492150689764,3.895746659872036,41.50581967517936,67.38551726599209,betweenness_centrality,0.00014678098727528396,1.5088226156581622e-07,0.0015445360983079566
0.1,0.85,26644,7271.217200979081,55.193492150689764,3.895746659872036,41.50581967517936,67.38551726599209,eigenvector_centrality,0.00021920453555097883,1.0331253546887752e-08,0.0015461645983557745
0.1,0.9,28138,7371.918576590701,55.998470359563285,3.9564907924186605,42.1698926376218,68.61906811763649,degree_centrality,0.746658666795696,0.6581184174448798,0.8532120449670165
0.1,0.9,28138,7371.918576590701,55.998470359563285,3.9564907924186605,42.1698926376218,68.61906811763649,closeness_centrality,0.38668512901657753,0.3130227824101878,0.4814617509811708
0.1,0.9,28138,7371.918576590701,55.998470359563285,3.9564907924186605,42.1698926376218,68.61906811763649,betweenness_centrality,0.00015042644527282572,3.203096767725526e-07,0.0015617497181842559
0.1,0.9,28138,7371.918576590701,55.998470359563285,3.9564907924186605,42.1698926376218,68.61906811763649,eigenvector_centrality,0.0002194859962343236,1.6207801665069605e-08,0.001550127325877078
0.1,0.95,29631,7467.2298234147,56.76237287084033,4.03246569238001,42.792976127219134,69.37125021123693,degree_centrality,0.8316459411944991,0.7525039918710987,0.8983080918049707
0.1,0.95,29631,7467.2298234147,56.76237287084033,4.03246569238001,42.792976127219134,69.37125021123693,closeness_centrality,0.4400772856023442,0.3607801500255218,0.5466413284570258
0.1,0.95,29631,7467.2298234147,56.76237287084033,4.03246569238001,42.792976127219134,69.37125021123693,betweenness_centrality,0.00015414796834312228,5.649594373113912e-07,0.0015785888278016219
0.1,0.95,29631,7467.2298234147,56.76237287084033,4.03246569238001,42.792976127219134,69.37125021123693,eigenvector_centrality,0.00021573195696475954,1.9190003220347074e-08,0.001608514572691371
0.1,1.0,31125,7557.8139955512015,57.48612778423063,4.081740390362002,43.29805974116283,70.48444379663364,degree_centrality,0.9213047531491416,0.8983080918049707,0.9445654102353186
0.1,1.0,31125,7557.8139955512015,57.48612778423063,4.081740390362002,43.29805974116283,70.48444379663364,closeness_centrality,0.5024828024132847,0.44025018261504745,0.5702700115731676
0.1,1.0,31125,7557.8139955512015,57.48612778423063,4.081740390362002,43.29805974116283,70.48444379663364,betweenness_centrality,0.00015792836102632084,8.913855074370927e-07,0.0015945987293150608
0.1,1.0,31125,7557.8139955512015,57.48612778423063,4.081740390362002,43.29805974116283,70.48444379663364,eigenvector_centrality,0.0002164330224985058,2.369452021839496e-08,0.001577872842592584
0.15,0.0,1250,0.0,0.0,0.0,0.0,0.0,degree_centrality,0.0,0.0,0.0
0.15,0.0,1250,0.0,0.0,0.0,0.0,0.0,closeness_centrality,0.0,0.0,0.0
0.15,0.0,1250,0.0,0.0,0.0,0.0,0.0,betweenness_centrality,2.1068855447528187e-35,0.0,4.333342374871281e-34
0.15,0.0,1250,0.0,0.0,0.0,0.0,0.0,eigenvector_centrality,1.9745596754830135e-34,0.0,3.0814879110195774e-33
0.15,0.05,2744,2722.2971944287933,18.943201951248053,3.100583921128727,7.366322214245815,27.07235259226604,degree_centrality,0.002475443944452509,0.00014515894904920882,0.008532120449670166
0.15,0.05,2744,2722.2971944287933,18.943201951248053,3.100583921128727,7.366322214245815,27.07235259226604,closeness_centrality,0.027751122574901907,0.011830439145559146,0.04953185065392748
0.15,0.05,2744,2722.2971944287933,18.943201951248053,3.100583921128727,7.366322214245815,27.07235259226604,betweenness_centrality,4.812882024804728e-05,8.527624943298831e-11,0.0007370642981479393
0.15,0.05,2744,2722.2971944287933,18.943201951248053,3.100583921128727,7.366322214245815,27.07235259226604,eigenvector_centrality,0.00017931773480431398,1.3226271124947962e-08,0.0015439652717379733
0.15,0.1,4238,3702.1616329202475,26.676029822655998,2.9983165709009016,17.37978447405238,35.09021171208754,degree_centrality,0.009548878243899285,0.0027257624877018104,0.022080289027596324
0.15,0.1,4238,3702.1616329202475,26.676029822655998,2.9983165709009016,17.37978447405238,35.09021171208754,closeness_centrality,0.0470673684866311,0.02962777951704192,0.0738808225386022
0.15,0.1,4238,3702.1616329202475,26.676029822655998,2.9983165709009016,17.37978447405238,35.09021171208754,betweenness_centrality,5.817576177395258e-05,3.640310450284856e-09,0.0008632842344926335
0.15,0.1,4238,3702.1616329202475,26.676029822655998,2.9983165709009016,17.37978447405238,35.09021171208754,eigenvector_centrality,0.00019200127426232573,9.39528457784241e-10,0.0015106223074138974
0.15,0.15,5731,4330.384685216082,31.682927919243983,3.092370600615038,21.637600861242728,40.01132429941633,degree_centrality,0.021164690892082387,0.008532120449670168,0.041950936275221354
0.15,0.15,5731,4330.384685216082,31.682927919243983,3.092370600615038,21.637600861242728,40.01132429941633,closeness_centrality,0.05454733833603033,0.033743498410261384,0.0821592056324794
0.15,0.15,5731,4330.384685216082,31.682927919243983,3.092370600615038,21.637600861242728,40.01132429941633,betweenness_centrality,6.075667551056146e-05,2.1947021563161982e-11,0.0008404052997511535
0.15,0.15,5731,4330.384685216082,31.682927919243983,3.092370600615038,21.637600861242728,40.01132429941633,eigenvector_centrality,0.00017751367913128736,1.0247951469004839e-08,0.001545319678614481
0.15,0.2,7225,4795.00596668592,35.390037208731556,3.3491770123146987,23.92167934234574,44.83439215964848,degree_centrality,0.037403267689230794,0.015499750004032191,0.06401509653070112
0.15,0.2,7225,4795.00596668592,35.390037208731556,3.3491770123146987,23.92167934234574,44.83439215964848,closeness_centrality,0.06176876901620988,0.03930597861553584,0.09218953096904638
0.15,0.2,7225,4795.00596668592,35.390037208731556,3.3491770123146987,23.92167934234574,44.83439215964848,betweenness_centrality,6.289946997190007e-05,1.9871350388378506e-09,0.0008837693267435163
0.15,0.2,7225,4795.00596668592,35.390037208731556,3.3491770123146987,23.92167934234574,44.83439215964848,eigenvector_centrality,0.0001621314555150622,6.938502215576436e-09,0.0012555652677465618
0.15,0.25,8719,5163.871330604316,38.31776505756467,3.4999146242178893,25.577266193515264,47.90713031034443,degree_centrality,0.058284866373123065,0.027112465927968902,0.09812744955726517
0.15,0.25,8719,5163.871330604316,38.31776505756467,3.4999146242178893,25.577266193515264,47.90713031034443,closeness_centrality,0.06989859462189937,0.04184429894648251,0.10256089645075742
0.15,0.25,8719,5163.871330604316,38.31776505756467,3.4999146242178893,25.577266193515264,47.90713031034443,betweenness_centrality,6.539909539512351e-05,2.7265374834233543e-09,0.0008986810004805843
0.15,0.25,8719,5163.871330604316,38.31776505756467,3.4999146242178893,25.577266193515264,47.90713031034443,eigenvector_centrality,0.0001663887264638772,4.4236201961882534e-09,0.001288918214067406
0.15,0.3,10212,5469.653422365328,40.74851027037487,3.697914953848048,27.34291389847081,50.32052574832573,degree_centrality,0.08381413203012861,0.040321930291446914,0.12775600393542036
0.15,0.3,10212,5469.653422365328,40.74851027037487,3.697914953848048,27.34291389847081,50.32052574832573,closeness_centrality,0.0790535126872547,0.04793323163938214,0.11725387190247741
0.15,0.3,10212,5469.653422365328,40.74851027037487,3.697914953848048,27.34291389847081,50.32052574832573,betweenness_centrality,6.776674699151845e-05,1.2402293481647515e-09,0.0008948602754065763
0.15,0.3,10212,5469.653422365328,40.74851027037487,3.697914953848048,27.34291389847081,50.32052574832573,eigenvector_centrality,0.0001689764587571807,1.6535146733231556e-09,0.0012579949249288936
0.15,0.35,11706,5731.133576696041,42.844368544039014,3.8774568149719784,28.273822022620152,53.24900026394017,degree_centrality,0.11382332543023495,0.06401509653070112,0.19162594151707227
0.15,0.35,11706,5731.133576696041,42.844368544039014,3.8774568149719784,28.273822022620152,53.24900026394017,closeness_centrality,0.08933343382369911,0.05748872592772249,0.13059996142803695
0.15,0.35,11706,5731.133576696041,42.844368544039014,3.8774568149719784,28.273822022620152,53.24900026394017,betweenness_centrality,7.02444829798578e-05,2.849611325318835e-10,0.000896761646752642
0.15,0.35,11706,5731.133576696041,42.844368544039014,3.8774568149719784,28.273822022620152,53.24900026394017,eigenvector_centrality,0.00016631012703477782,2.6059252794560448e-09,0.0011183013557915487
0.15,0.4,13200,5959.425845212033,44.66817888402516,4.014746325175285,29.694959867372326,55.26637489916248,degree_centrality,0.14843270269834358,0.08595022660924823,0.23225431847873415
0.15,0.4,13200,5959.425845212033,44.66817888402516,4.014746325175285,29.694959867372326,55.26637489916248,closeness_centrality,0.10093661061816715,0.06837374619935223,0.14300841054818833
0.15,0.4,13200,5959.425845212033,44.66817888402516,4.014746325175285,29.694959867372326,55.26637489916248,betweenness_centrality,7.28491569956711e-05,8.070556709403843e-10,0.0009099343358030829
0.15,0.4,13200,5959.425845212033,44.66817888402516,4.014746325175285,29.694959867372326,55.26637489916248,eigenvector_centrality,0.00016789022071126173,3.370034566531897e-09,0.0011760735702446281
0.15,0.45,14694,6162.019462541249,46.29147928837886,4.153229020147884,30.833607609788572,56.76924706688151,degree_centrality,0.18756239415493306,0.11380461605457975,0.26839889679198725
0.15,0.45,14694,6162.019462541249,46.29147928837886,4.153229020147884,30.833607609788572,56.76924706688151,closeness_centrality,0.11401199844193446,0.07806146566757904,0.16292322176179427
0.15,0.45,14694,6162.019462541249,46.29147928837886,4.153229020147884,30.833607609788572,56.76924706688151,betweenness_centrality,7.53892850571609e-05,2.4663828955790967e-10,0.0009263176956105341
0.15,0.45,14694,6162.019462541249,46.29147928837886,4.153229020147884,30.833607609788572,56.76924706688151,eigenvector_centrality,0.00016479928591149484,3.439622680290082e-10,0.0011416629877475878
0.15,0.5,16188,6344.122331731819,47.74883210606023,4.300213373906571,31.766334077603982,58.30885995813007,degree_centrality,0.23136375219754518,0.15490072740762242,0.31612393348494366
0.15,0.5,16188,6344.122331731819,47.74883210606023,4.300213373906571,31.766334077603982,58.30885995813007,closeness_centrality,0.12884548462057677,0.09091414468490946,0.18068742808955962
0.15,0.5,16188,6344.122331731819,47.74883210606023,4.300213373906571,31.766334077603982,58.30885995813007,betweenness_centrality,7.805278653359454e-05,1.250638461011706e-11,0.0009364786304804736
0.15,0.5,16188,6344.122331731819,47.74883210606023,4.300213373906571,31.766334077603982,58.30885995813007,eigenvector_centrality,0.00016175486160264167,4.367093956234627e-10,0.00118534042635605
0.15,0.55,17681,6509.3974176154925,49.07234411990544,4.410500396150336,32.740930718976905,60.00353964158992,degree_centrality,0.2795934259124851,0.18812599796777468,0.3825099595167819
0.15,0.55,17681,6509.3974176154925,49.07234411990544,4.410500396150336,32.740930718976905,60.00353964158992,closeness_centrality,0.14557316525167763,0.10132847844932605,0.19869952616695957
0.15,0.55,17681,6509.3974176154925,49.07234411990544,4.410500396150336,32.740930718976905,60.00353964158992,betweenness_centrality,8.07298976558091e-05,6.966740011879443e-10,0.0009444096085956386
0.15,0.55,17681,6509.3974176154925,49.07234411990544,4.410500396150336,32.740930718976905,60.00353964158992,eigenvector_centrality,0.00015712683440306837,6.951509691833022e-10,0.0012612320153799095
0.15,0.6,19175,6660.880397026693,50.281959588302456,4.528181689546387,33.67609978493506,62.407993155839975,degree_centrality,0.33258482927694716,0.23225431847873415,0.43379945484750243
0.15,0.6,19175,6660.880397026693,50.281959588302456,4.528181689546387,33.67609978493506,62.407993155839975,closeness_centrality,0.16467302950192203,0.11538835959113945,0.22300356180027528
0.15,0.6,19175,6660.880397026693,50.281959588302456,4.528181689546387,33.67609978493506,62.407993155839975,betweenness_centrality,8.340823282005364e-05,6.905595537500216e-09,0.0009570456824330788
0.15,0.6,19175,6660.880397026693,50.281959588302456,4.528181689546387,33.67609978493506,62.407993155839975,eigenvector_centrality,0.0001562045257520567,6.437537484232135e-08,0.0013617642026420023
0.15,0.65,20669,6800.614838633115,51.39613803011538,4.628851061189841,34.46623373724947,63.44755131812206,degree_centrality,0.390216157803906,0.2853018499701617,0.5110240157416815
0.15,0.65,20669,6800.614838633115,51.39613803011538,4.628851061189841,34.46623373724947,63.44755131812206,closeness_centrality,0.18647529140499472,0.14032090494097893,0.2507064411096329
0.15,0.65,20669,6800.614838633115,51.39613803011538,4.628851061189841,34.46623373724947,63.44755131812206,betweenness_centrality,8.627192079858065e-05,5.535659466462522e-09,0.0009661493729666274
0.15,0.65,20669,6800.614838633115,51.39613803011538,4.628851061189841,34.46623373724947,63.44755131812206,eigenvector_centrality,0.0001562683131530127,3.686438662340199e-11,0.0014356460506558945
0.15,0.7,22162,6930.209426249677,52.4351576250819,4.759223799754398,34.989480196093695,64.95809268603139,degree_centrality,0.4522956726504409,0.33910743375106844,0.5520072256899081
0.15,0.7,22162,6930.209426249677,52.4351576250819,4.759223799754398,34.989480196093695,64.95809268603139,closeness_centrality,0.21132429382135842,0.1629811740530174,0.2713502298850409
0.15,0.7,22162,6930.209426249677,52.4351576250819,4.759223799754398,34.989480196093695,64.95809268603139,betweenness_centrality,8.909218183995559e-05,2.434781675615634e-11,0.0009727367243241365
0.15,0.7,22162,6930.209426249677,52.4351576250819,4.759223799754398,34.989480196093695,64.95809268603139,eigenvector_centrality,0.00015618037528833558,1.2701397515677703e-08,0.0013946350912568265
0.15,0.75,23656,7051.1881854102885,53.40187152839178,4.8479598933395325,35.33779748878328,66.25948254794444,degree_centrality,0.5190054353962027,0.40775148787922766,0.6323123820583537
0.15,0.75,23656,7051.1881854102885,53.40187152839178,4.8479598933395325,35.33779748878328,66.25948254794444,closeness_centrality,0.23982532468658765,0.1767116357736626,0.3042540980800094
0.15,0.75,23656,7051.1881854102885,53.40187152839178,4.8479598933395325,35.33779748878328,66.25948254794444,betweenness_centrality,9.207360536440318e-05,1.0622025445784177e-10,0.00098531224693699
0.15,0.75,23656,7051.1881854102885,53.40187152839178,4.8479598933395325,35.33779748878328,66.25948254794444,eigenvector_centrality,0.00015661591613993822,3.3545953626288718e-09,0.0012768344448866986
0.15,0.8,25150,7164.557058857428,54.305610452490406,4.917908978202484,36.040094033963,66.92452647277807,degree_centrality,0.5903011886905047,0.4771535942968661,0.704520894824277
0.15,0.8,25150,7164.557058857428,54.305610452490406,4.917908978202484,36.040094033963,66.92452647277807,closeness_centrality,0.27262828111788484,0.21438869169770589,0.34274556493927355
0.15,0.8,25150,7164.557058857428,54.305610452490406,4.917908978202484,36.040094033963,66.92452647277807,betweenness_centrality,9.511262858704092e-05,4.3416545432836944e-10,0.000996712924845014
0.15,0.8,25150,7164.557058857428,54.305610452490406,4.917908978202484,36.040094033963,66.92452647277807,eigenvector_centrality,0.00015859104527398964,2.8145906355804466e-09,0.001361170873393415
0.15,0.85,26644,7271.217200979081,55.15587987392765,4.980828453097478,36.731277944948154,68.18777118891948,degree_centrality,0.6661821583522847,0.5460557087788906,0.7594877501975774
0.15,0.85,26644,7271.217200979081,55.15587987392765,4.980828453097478,36.731277944948154,68.18777118891948,closeness_centrality,0.31050737157281805,0.2322168632398393,0.3742880173993596
0.15,0.85,26644,7271.217200979081,55.15587987392765,4.980828453097478,36.731277944948154,68.18777118891948,betweenness_centrality,9.822685045361513e-05,2.5911468318272302e-08,0.0010093616083587044
0.15,0.85,26644,7271.217200979081,55.15587987392765,4.980828453097478,36.731277944948154,68.18777118891948,eigenvector_centrality,0.00015930215672168774,4.43881677065271e-10,0.0014537139601080717
0.15,0.9,28138,7371.918576590701,55.961305314487596,5.058801545141127,37.21569632723493,69.12386053970043,degree_centrality,0.746625893130755,0.6451508846631504,0.831099498395187
