k,fraction,no_edges,graph_uncertainty,mean_uncertainty,std_dev_uncertainty,min_uncertainty,max_uncertainty,centrality_metric,mean_se_value,min_se_value,max_se_value
10,0.4,13200,5959.425845212033,44.64622605044808,4.538835257262522,30.32661922455029,58.49006568120532,degree_centrality,0.14829089853389457,0.09315978774535892,0.22839954194287185
10,0.4,13200,5959.425845212033,44.64622605044808,4.538835257262522,30.32661922455029,58.49006568120532,closeness_centrality,0.08688419196150074,0.05996212905013526,0.11616978473564354
10,0.4,13200,5959.425845212033,44.64622605044808,4.538835257262522,30.32661922455029,58.49006568120532,betweenness_centrality,4.5020627718617366e-05,2.4596907595339842e-11,0.00032899693626763034
10,0.4,13200,5959.425845212033,44.64622605044808,4.538835257262522,30.32661922455029,58.49006568120532,eigenvector_centrality,0.0001356498728593218,1.5008318011536963e-08,0.0009406769389329132
10,0.45,14694,6162.019462541249,46.269377253978874,4.71709468042794,31.542406567963212,60.59299758515731,degree_centrality,0.1873985258302286,0.130643054144288,0.26839889679198725
10,0.45,14694,6162.019462541249,46.269377253978874,4.71709468042794,31.542406567963212,60.59299758515731,closeness_centrality,0.09901417595696438,0.07093830809801224,0.13009533128536965
10,0.45,14694,6162.019462541249,46.269377253978874,4.71709468042794,31.542406567963212,60.59299758515731,betweenness_centrality,4.712016475318719e-05,2.272921729523603e-09,0.0003390450028651598
10,0.45,14694,6162.019462541249,46.269377253978874,4.71709468042794,31.542406567963212,60.59299758515731,eigenvector_centrality,0.00013047143511161005,1.0316614329363724e-11,0.0009819612144386057
10,0.5,16188,6344.122331731819,47.72018680284576,4.875535896094956,32.33660661433061,62.79789148064429,degree_centrality,0.2312454315252981,0.16452960436121994,0.3161239334849438
10,0.5,16188,6344.122331731819,47.72018680284576,4.875535896094956,32.33660661433061,62.79789148064429,closeness_centrality,0.11288142143713087,0.08179147277006837,0.15477289291522348
10,0.5,16188,6344.122331731819,47.72018680284576,4.875535896094956,32.33660661433061,62.79789148064429,betweenness_centrality,4.945065797565669e-05,6.104808424300399e-10,0.0003464713251501419
10,0.5,16188,6344.122331731819,47.72018680284576,4.875535896094956,32.33660661433061,62.79789148064429,eigenvector_centrality,0.00013430480527072054,2.0855678177329323e-10,0.0009666141080437629
10,0.55,17681,6509.3974176154925,49.035506293145446,5.002142497523909,32.93622317024944,64.64977119520005,degree_centrality,0.27962800599990295,0.18122288350187898,0.3775584264769923
10,0.55,17681,6509.3974176154925,49.035506293145446,5.002142497523909,32.93622317024944,64.64977119520005,closeness_centrality,0.12863628127556928,0.08574223064347583,0.17698558113801466
10,0.55,17681,6509.3974176154925,49.035506293145446,5.002142497523909,32.93622317024944,64.64977119520005,betweenness_centrality,5.1787289703741815e-05,1.1097647373183506e-10,0.00035503367564592396
10,0.55,17681,6509.3974176154925,49.035506293145446,5.002142497523909,32.93622317024944,64.64977119520005,eigenvector_centrality,0.00013438910647494537,5.136184608104494e-10,0.0009435313207176695
10,0.6,19175,6660.880397026693,50.2485419388631,5.145857021694796,33.55709635512703,66.34591969779679,degree_centrality,0.3325573458492605,0.2207867615038467,0.4180739020338381
10,0.6,19175,6660.880397026693,50.2485419388631,5.145857021694796,33.55709635512703,66.34591969779679,closeness_centrality,0.14660897362900963,0.09756335530203993,0.18934114491083867
10,0.6,19175,6660.880397026693,50.2485419388631,5.145857021694796,33.55709635512703,66.34591969779679,betweenness_centrality,5.4199546270422615e-05,1.41036406790549e-09,0.0003635558145952275
10,0.6,19175,6660.880397026693,50.2485419388631,5.145857021694796,33.55709635512703,66.34591969779679,eigenvector_centrality,0.0001317761820186551,6.579946778065525e-11,0.0009628896879979094
10,0.65,20669,6800.614838633115,51.36648045108095,5.29171962969156,34.08018016396303,68.0260006036141,degree_centrality,0.390137836486508,0.29394687182464785,0.4939436460702246
10,0.65,20669,6800.614838633115,51.36648045108095,5.29171962969156,34.08018016396303,68.0260006036141,closeness_centrality,0.16720204441651476,0.12037867033102218,0.22276968525212007
10,0.65,20669,6800.614838633115,51.36648045108095,5.29171962969156,34.08018016396303,68.0260006036141,betweenness_centrality,5.668314919914747e-05,1.0086809419147699e-10,0.0003716062669696122
10,0.65,20669,6800.614838633115,51.36648045108095,5.29171962969156,34.08018016396303,68.0260006036141,eigenvector_centrality,0.00013134871631221895,3.9841875387667507e-10,0.0009263904145875611
10,0.7,22162,6930.209426249677,52.40306430861012,5.4161384603148965,34.835800636935765,69.14583426544134,degree_centrality,0.45221296430702723,0.3532846244415411,0.5700553216883598
10,0.7,22162,6930.209426249677,52.40306430861012,5.4161384603148965,34.835800636935765,69.14583426544134,closeness_centrality,0.19076217975595267,0.14209416651243048,0.2580759439153492
10,0.7,22162,6930.209426249677,52.40306430861012,5.4161384603148965,34.835800636935765,69.14583426544134,betweenness_centrality,5.923626104589934e-05,3.095591338035619e-09,0.00038316214728219234
10,0.7,22162,6930.209426249677,52.40306430861012,5.4161384603148965,34.835800636935765,69.14583426544134,eigenvector_centrality,0.00012789619587822785,7.389547210377313e-09,0.0009250712128879019
10,0.75,23656,7051.1881854102885,53.37014361404705,5.518429156461978,35.434795285595555,69.99902208577448,degree_centrality,0.5188921469008559,0.4128965661844164,0.6323123820583537
10,0.75,23656,7051.1881854102885,53.37014361404705,5.518429156461978,35.434795285595555,69.99902208577448,closeness_centrality,0.21788605611420553,0.15963963134945475,0.2846318069822263
10,0.75,23656,7051.1881854102885,53.37014361404705,5.518429156461978,35.434795285595555,69.99902208577448,betweenness_centrality,6.191523569068152e-05,1.6042034695568269e-09,0.00039395814819828386
10,0.75,23656,7051.1881854102885,53.37014361404705,5.518429156461978,35.434795285595555,69.99902208577448,eigenvector_centrality,0.00012820345466177963,2.6463548744784384e-08,0.0010308868532214214
10,0.8,25150,7164.557058857428,54.27736699038504,5.631266192912026,35.94968215392497,70.81761126886155,degree_centrality,0.5901813196561346,0.4883147046015386,0.6977951968516636
10,0.8,25150,7164.557058857428,54.27736699038504,5.631266192912026,35.94968215392497,70.81761126886155,closeness_centrality,0.24917560638277367,0.18801637627939102,0.30851303506272953
10,0.8,25150,7164.557058857428,54.27736699038504,5.631266192912026,35.94968215392497,70.81761126886155,betweenness_centrality,6.460607156001183e-05,4.329052560240109e-09,0.0004041780473128617
10,0.8,25150,7164.557058857428,54.27736699038504,5.631266192912026,35.94968215392497,70.81761126886155,eigenvector_centrality,0.00012859621341566922,2.7970099100789013e-09,0.0011243372903110246
10,0.85,26644,7271.217200979081,55.128730000725284,5.733413935110857,36.392583425184206,71.70051525386826,degree_centrality,0.6661657715198142,0.5700553216883596,0.7948904049934679
10,0.85,26644,7271.217200979081,55.128730000725284,5.733413935110857,36.392583425184206,71.70051525386826,closeness_centrality,0.2855745171279038,0.2238473176228562,0.3603016268166644
10,0.85,26644,7271.217200979081,55.128730000725284,5.733413935110857,36.392583425184206,71.70051525386826,betweenness_centrality,6.738338527784737e-05,8.17558606295743e-08,0.0004138405739584896
10,0.85,26644,7271.217200979081,55.128730000725284,5.733413935110857,36.392583425184206,71.70051525386826,eigenvector_centrality,0.00012877043242869805,8.485086878368975e-09,0.0011857131527623487
10,0.9,28138,7371.918576590701,55.93239313789712,5.818888491695326,37.01713941927164,72.72968471063339,degree_centrality,0.746624602828986,0.6323123820583537,0.831099498395187
10,0.9,28138,7371.918576590701,55.93239313789712,5.818888491695326,37.01713941927164,72.72968471063339,closeness_centrality,0.32776299122752095,0.25214248918162535,0.39889100682319206
10,0.9,28138,7371.918576590701,55.93239313789712,5.818888491695326,37.01713941927164,72.72968471063339,betweenness_centrality,7.023728841480224e-05,2.1386288973545023e-07,0.0004225721832269287
10,0.9,28138,7371.918576590701,55.93239313789712,5.818888491695326,37.01713941927164,72.72968471063339,eigenvector_centrality,0.0001294549045556428,9.718790733739921e-10,0.001204590112411653
10,0.95,29631,7467.2298234147,56.69430775449487,5.916842128293363,37.67443480196101,73.70893014553316,degree_centrality,0.8316769084369632,0.7455524910888531,0.9135981677714874
10,0.95,29631,7467.2298234147,56.69430775449487,5.916842128293363,37.67443480196101,73.70893014553316,closeness_centrality,0.3771271764986426,0.31335007407501575,0.45149209163339665
10,0.95,29631,7467.2298234147,56.69430775449487,5.916842128293363,37.67443480196101,73.70893014553316,betweenness_centrality,7.315261871121663e-05,4.24575753358682e-07,0.0004308774670548557
10,0.95,29631,7467.2298234147,56.69430775449487,5.916842128293363,37.67443480196101,73.70893014553316,eigenvector_centrality,0.0001287701250886109,8.008128310737964e-10,0.001223654167690696
10,1.0,31125,7557.8139955512015,57.417945008274934,5.997779733250807,38.18060215961466,74.55973192393787,degree_centrality,0.9213198496798419,0.890711440138062,0.9523878647118593
10,1.0,31125,7557.8139955512015,57.417945008274934,5.997779733250807,38.18060215961466,74.55973192393787,closeness_centrality,0.43505492935958934,0.3863623765486276,0.48898603234614574
10,1.0,31125,7557.8139955512015,57.417945008274934,5.997779733250807,38.18060215961466,74.55973192393787,betweenness_centrality,7.614923786111185e-05,7.112646480576257e-07,0.0004390533987331022
10,1.0,31125,7557.8139955512015,57.417945008274934,5.997779733250807,38.18060215961466,74.55973192393787,eigenvector_centrality,0.00012810916050681842,1.3321420221164339e-13,0.0012600885201093422
15,0.0,1750,0.0,0.0,0.0,0.0,0.0,degree_centrality,0.0,0.0,0.0
15,0.0,1750,0.0,0.0,0.0,0.0,0.0,closeness_centrality,0.0,0.0,0.0
15,0.0,1750,0.0,0.0,0.0,0.0,0.0,betweenness_centrality,9.773589005194369e-36,0.0,1.4745401136714774e-34
15,0.0,1750,0.0,0.0,0.0,0.0,0.0,eigenvector_centrality,2.1031154992708617e-34,0.0,1.7333369499485123e-33
15,0.05,3219,3195.1365018299334,22.529085866888362,4.150626626612036,8.507794640198696,35.040797858391194,degree_centrality,0.0024062837696166178,0.00014515894904920882,0.006451508846631506
15,0.05,3219,3195.1365018299334,22.529085866888362,4.150626626612036,8.507794640198696,35.040797858391194,closeness_centrality,0.01462240905970373,0.005787414244137815,0.030100509222491908
15,0.05,3219,3195.1365018299334,22.529085866888362,4.150626626612036,8.507794640198696,35.040797858391194,betweenness_centrality,1.3097861545357954e-05,1.3646087947829016e-11,0.00012998494536038926
15,0.05,3219,3195.1365018299334,22.529085866888362,4.150626626612036,8.507794640198696,35.040797858391194,eigenvector_centrality,9.780367599422492e-05,8.988888289135498e-09,0.0007400367013258874
15,0.1,4688,4462.073505741385,32.56753135837422,3.709088165075437,22.310163422583265,42.16287698073846,degree_centrality,0.009177529394687182,0.002322543184787341,0.019757745842808986
15,0.1,4688,4462.073505741385,32.56753135837422,3.709088165075437,22.310163422583265,42.16287698073846,closeness_centrality,0.02399621644023934,0.016200239741721398,0.03787109201403123
15,0.1,4688,4462.073505741385,32.56753135837422,3.709088165075437,22.310163422583265,42.16287698073846,betweenness_centrality,1.6710751111997395e-05,2.591949110409289e-09,0.0001598890039865894
15,0.1,4688,4462.073505741385,32.56753135837422,3.709088165075437,22.310163422583265,42.16287698073846,eigenvector_centrality,8.213138414917752e-05,6.157435842948723e-10,0.0005136815828967921
15,0.15,6156,5295.145493138465,39.137747796977074,3.963243650773296,29.094378898596037,51.582253689845594,degree_centrality,0.02048741149336302,0.0064515088466315035,0.0403219302914469
15,0.15,6156,5295.145493138465,39.137747796977074,3.963243650773296,29.094378898596037,51.582253689845594,closeness_centrality,0.028852269125480348,0.018715711223365565,0.047313904032257534
15,0.15,6156,5295.145493138465,39.137747796977074,3.963243650773296,29.094378898596037,51.582253689845594,betweenness_centrality,1.820610349464967e-05,7.491584214291961e-10,0.00016090449221864997
15,0.15,6156,5295.145493138465,39.137747796977074,3.963243650773296,29.094378898596037,51.582253689845594,eigenvector_centrality,9.520069365526076e-05,3.450021343691928e-09,0.0005493943111085356
15,0.2,7625,5919.267264888565,44.102883177411954,4.0958784941892805,33.2580371246947,55.4452144882252,degree_centrality,0.03618302930597888,0.01756423283495427,0.08595022660924823
15,0.2,7625,5919.267264888565,44.102883177411954,4.0958784941892805,33.2580371246947,55.4452144882252,closeness_centrality,0.0341571943868971,0.022998656734085996,0.056828177441938674
15,0.2,7625,5919.267264888565,44.102883177411954,4.0958784941892805,33.2580371246947,55.4452144882252,betweenness_centrality,1.9585655270720676e-05,1.2374054490149641e-10,0.0001774034295709135
15,0.2,7625,5919.267264888565,44.102883177411954,4.0958784941892805,33.2580371246947,55.4452144882252,eigenvector_centrality,9.565719384127523e-05,6.917556357907625e-14,0.0007517419952437809
15,0.25,9094,6418.6865830069455,48.08551369314069,4.3731818839367005,37.14027174657766,59.99521132987711,degree_centrality,0.05630541442879959,0.025806035386526024,0.09812744955726517
15,0.25,9094,6418.6865830069455,48.08551369314069,4.3731818839367005,37.14027174657766,59.99521132987711,closeness_centrality,0.04023756224140206,0.027416911691781735,0.062208323139663096
15,0.25,9094,6418.6865830069455,48.08551369314069,4.3731818839367005,37.14027174657766,59.99521132987711,betweenness_centrality,2.0952172953191013e-05,2.904715600227486e-08,0.00018169663520167868
15,0.25,9094,6418.6865830069455,48.08551369314069,4.3731818839367005,37.14027174657766,59.99521132987711,eigenvector_centrality,9.391474882622991e-05,1.2929728842582917e-08,0.0005912155766769451
15,0.3,10562,6834.909253877686,51.395639758268544,4.569947472870321,39.996691990346854,63.57474976909817,degree_centrality,0.08087650199190335,0.03716069095659748,0.12490121127078596
15,0.3,10562,6834.909253877686,51.395639758268544,4.569947472870321,39.996691990346854,63.57474976909817,closeness_centrality,0.0472024364910258,0.031680044567901224,0.07440993647927917
15,0.3,10562,6834.909253877686,51.395639758268544,4.569947472870321,39.996691990346854,63.57474976909817,betweenness_centrality,2.2424131754138345e-05,1.0713182190246159e-08,0.00019675027358205112
15,0.3,10562,6834.909253877686,51.395639758268544,4.569947472870321,39.996691990346854,63.57474976909817,eigenvector_centrality,9.346426555566372e-05,7.138480681962799e-10,0.0007069397913165064
15,0.35,12031,7192.211728593036,54.25041954460577,4.812288051790974,42.209390078091026,67.14353777659966,degree_centrality,0.1098582280930953,0.05806357961968355,0.16780374510088547
15,0.35,12031,7192.211728593036,54.25041954460577,4.812288051790974,42.209390078091026,67.14353777659966,closeness_centrality,0.05516808945516752,0.03781358040816327,0.07866175658133079
15,0.35,12031,7192.211728593036,54.25041954460577,4.812288051790974,42.209390078091026,67.14353777659966,betweenness_centrality,2.3815122508780523e-05,7.28372375837976e-10,0.00019892861352692159
15,0.35,12031,7192.211728593036,54.25041954460577,4.812288051790974,42.209390078091026,67.14353777659966,eigenvector_centrality,9.10061177945008e-05,7.845605800020416e-09,0.0006824004658454834
15,0.4,13500,7505.078920024807,56.74330298668436,5.032144967268126,43.67107046697494,70.24919898841839,degree_centrality,0.1433438815502976,0.08361155465234431,0.21702875760068388
15,0.4,13500,7505.078920024807,56.74330298668436,5.032144967268126,43.67107046697494,70.24919898841839,closeness_centrality,0.06431641875471289,0.04580885524808066,0.09285444887280551
15,0.4,13500,7505.078920024807,56.74330298668436,5.032144967268126,43.67107046697494,70.24919898841839,betweenness_centrality,2.5360917348626784e-05,2.129970564382479e-09,0.0002029701085761205
15,0.4,13500,7505.078920024807,56.74330298668436,5.032144967268126,43.67107046697494,70.24919898841839,eigenvector_centrality,9.267432919449751e-05,6.465557909579074e-09,0.0007492697167058645
15,0.45,14969,7783.364905402994,58.96126765462251,5.190816800268285,45.68571441811059,72.79567590497653,degree_centrality,0.18122998016161035,0.11653037854228156,0.2560603861228043
15,0.45,14969,7783.364905402994,58.96126765462251,5.190816800268285,45.68571441811059,72.79567590497653,closeness_centrality,0.07479975409606437,0.05163262792757759,0.10952128753157117
15,0.45,14969,7783.364905402994,58.96126765462251,5.190816800268285,45.68571441811059,72.79567590497653,betweenness_centrality,2.7061697364258676e-05,2.29847815613416e-09,0.00021161416805389605
15,0.45,14969,7783.364905402994,58.96126765462251,5.190816800268285,45.68571441811059,72.79567590497653,eigenvector_centrality,9.460572962989004e-05,2.1837302791781273e-09,0.0007385342050088186
15,0.5,16438,8033.967131099983,60.97376650160915,5.4628941253026,46.3420459563911,76.00401812136496,degree_centrality,0.22353433009145032,0.16128772116578766,0.3206561184497024
15,0.5,16438,8033.967131099983,60.97376650160915,5.4628941253026,46.3420459563911,76.00401812136496,closeness_centrality,0.08680416792140862,0.06001016157826585,0.13282112878422475
15,0.5,16438,8033.967131099983,60.97376650160915,5.4628941253026,46.3420459563911,76.00401812136496,betweenness_centrality,2.8700510800730645e-05,4.472571251193301e-09,0.0002176858912250545
15,0.5,16438,8033.967131099983,60.97376650160915,5.4628941253026,46.3420459563911,76.00401812136496,eigenvector_centrality,8.941740911118909e-05,2.091818518026307e-09,0.0006504465185244748
15,0.55,17906,8261.755099864507,62.792167679161146,5.6738669442461465,47.33373168349801,78.67991467849096,degree_centrality,0.2703436396187155,0.17781971258528081,0.36289737262302213
15,0.55,17906,8261.755099864507,62.792167679161146,5.6738669442461465,47.33373168349801,78.67991467849096,closeness_centrality,0.10062184398532975,0.06432042035884739,0.1490247262736114
15,0.55,17906,8261.755099864507,62.792167679161146,5.6738669442461465,47.33373168349801,78.67991467849096,betweenness_centrality,3.0473550992501737e-05,5.730813151521085e-10,0.0002250338136990834
15,0.55,17906,8261.755099864507,62.792167679161146,5.6738669442461465,47.33373168349801,78.67991467849096,eigenvector_centrality,8.929281204068999e-05,2.302890199143964e-11,0.0006924223469991583
15,0.6,19375,8470.802552101273,64.46769689728224,5.875360377151546,49.027186699846254,81.82563924354243,degree_centrality,0.32148475024596357,0.22078676150384668,0.43379945484750243
15,0.6,19375,8470.802552101273,64.46769689728224,5.875360377151546,49.027186699846254,81.82563924354243,closeness_centrality,0.11644467920210493,0.0758060779126408,0.17279899538973334
15,0.6,19375,8470.802552101273,64.46769689728224,5.875360377151546,49.027186699846254,81.82563924354243,betweenness_centrality,3.229750184196698e-05,1.309687455566551e-08,0.00022881849294780296
15,0.6,19375,8470.802552101273,64.46769689728224,5.875360377151546,49.027186699846254,81.82563924354243,eigenvector_centrality,8.678507999629251e-05,8.914443017385853e-11,0.0006288164392723644
15,0.65,20844,8663.845518074855,66.01005264716154,6.025432701680668,50.44629209175758,83.68399327089278,degree_centrality,0.37709224044773454,0.27257624877018105,0.4661215141691262
15,0.65,20844,8663.845518074855,66.01005264716154,6.025432701680668,50.44629209175758,83.68399327089278,closeness_centrality,0.1346704859455762,0.09031444529936834,0.18392507310424608
15,0.65,20844,8663.845518074855,66.01005264716154,6.025432701680668,50.44629209175758,83.68399327089278,betweenness_centrality,3.420176200419687e-05,4.3138519665989404e-09,0.00023797298796158594
15,0.65,20844,8663.845518074855,66.01005264716154,6.025432701680668,50.44629209175758,83.68399327089278,eigenvector_centrality,8.764443639640187e-05,2.9684599812751033e-09,0.0007730582017888583
15,0.7,22312,8843.044793979003,67.44322995828925,6.20994573355459,51.38072509650838,85.27049117772238,degree_centrality,0.43718507766003767,0.32981726101191905,0.5167819873873001
15,0.7,22312,8843.044793979003,67.44322995828925,6.20994573355459,51.38072509650838,85.27049117772238,closeness_centrality,0.15573971033348782,0.1073548693101014,0.2011013246521488
15,0.7,22312,8843.044793979003,67.44322995828925,6.20994573355459,51.38072509650838,85.27049117772238,betweenness_centrality,3.615138117936923e-05,9.447837359076393e-09,0.0002423989631710441
15,0.7,22312,8843.044793979003,67.44322995828925,6.20994573355459,51.38072509650838,85.27049117772238,eigenvector_centrality,8.603261508414501e-05,1.8571147774712324e-09,0.0007282189249807234
15,0.75,23781,9010.467548676148,68.77514479812717,6.329493472029874,52.84227183566676,86.47666748795079,degree_centrality,0.5018064869921447,0.36289737262302213,0.6132965597329073
15,0.75,23781,9010.467548676148,68.77514479812717,6.329493472029874,52.84227183566676,86.47666748795079,closeness_centrality,0.18018698506166447,0.11774317570165321,0.23015930563249032
15,0.75,23781,9010.467548676148,68.77514479812717,6.329493472029874,52.84227183566676,86.47666748795079,betweenness_centrality,3.820434521900541e-05,2.3133804124437903e-10,0.00024786706602684326
15,0.75,23781,9010.467548676148,68.77514479812717,6.329493472029874,52.84227183566676,86.47666748795079,eigenvector_centrality,8.767584615885863e-05,2.0595327527216937e-09,0.0006825044798937982
15,0.8,25250,9167.47023605064,70.03096846502143,6.4661858510930665,54.01932159547728,88.33002213365987,degree_centrality,0.5707218915823938,0.4444444444444444,0.6712149804035417
15,0.8,25250,9167.47023605064,70.03096846502143,6.4661858510930665,54.01932159547728,88.33002213365987,closeness_centrality,0.2083966975313074,0.14524630962626936,0.2578571681141857
15,0.8,25250,9167.47023605064,70.03096846502143,6.4661858510930665,54.01932159547728,88.33002213365987,betweenness_centrality,4.030682224174097e-05,2.313715196654575e-08,0.00025493631917831376
15,0.8,25250,9167.47023605064,70.03096846502143,6.4661858510930665,54.01932159547728,88.33002213365987,eigenvector_centrality,8.759069550092875e-05,1.9799735631224656e-09,0.0007463080668771086
15,0.85,26719,9315.27475539617,71.2166046056705,6.627220949124896,55.03747527044653,90.06587887660287,degree_centrality,0.6440778697117787,0.5167819873873001,0.7455524910888531
15,0.85,26719,9315.27475539617,71.2166046056705,6.627220949124896,55.03747527044653,90.06587887660287,closeness_centrality,0.24124336722074072,0.1721581359804417,0.2965728006999015
15,0.85,26719,9315.27475539617,71.2166046056705,6.627220949124896,55.03747527044653,90.06587887660287,betweenness_centrality,4.249344987433188e-05,4.1327352259169096e-08,0.0002605520116621987
15,0.85,26719,9315.27475539617,71.2166046056705,6.627220949124896,55.03747527044653,90.06587887660287,eigenvector_centrality,8.492427602409254e-05,4.702316460492527e-09,0.0007429831424108829
15,0.9,28188,9454.899856901075,72.33571836471874,6.774321598869437,55.72309781728059,91.45336962087474,degree_centrality,0.7218972597216168,0.6259415170723052,0.8165190884017998
15,0.9,28188,9454.899856901075,72.33571836471874,6.774321598869437,55.72309781728059,91.45336962087474,closeness_centrality,0.2796438736623102,0.22142816497232987,0.3374254990725257
15,0.9,28188,9454.899856901075,72.33571836471874,6.774321598869437,55.72309781728059,91.45336962087474,betweenness_centrality,4.475443498478793e-05,3.759174401872455e-11,0.00026671966505296756
15,0.9,28188,9454.899856901075,72.33571836471874,6.774321598869437,55.72309781728059,91.45336962087474,eigenvector_centrality,8.374562024379468e-05,7.069392451545003e-10,0.0007697763372540387
