exp_name,sigma_mean,sigma_variance,uncertainty_mean,uncertainty_variance,dc_distance,dc_correlation,dc_mean_change,bc_distance,bc_correlation,bc_mean_change,cc_distance,cc_correlation,cc_mean_change,ec_distance,ec_correlation,ec_mean_change
ER_100_0.4_1.0,0.9878490208181414,0.000970199917765947,76.57400490636523,94.74791795023346,0.4016161616161617,0.9911791179117911,0.986111111111111,0.004098124098124097,0.9741254125412542,0.6775732788002726,0.2169196866676242,0.9911791179117911,0.34511568944311544,0.0011254870338274353,0.9816861686168616,0.0014735070792653094
ER_100_0.5_0.1,1.0823300894633205,0.004677514037471304,23.30022916374557,7.201891800378763,0.055151515151515146,0.9964596459645965,0.10816164817749631,0.0005627705627705626,0.9852265226522652,0.1125309150865622,0.026087560825433294,0.9964596459645965,0.03882598059953636,0.00043610331412672097,0.9951635163516351,9.78606911991633e-05
ER_100_0.5_0.2,1.0399812994397573,0.0009279651515179125,37.51172778100572,17.066980705381464,0.10606060606060606,0.9984158415841584,0.20800316957210804,0.0010822510822510816,0.9802820282028203,0.21640560593569677,0.052101398820059174,0.9984158415841584,0.07754223989481457,0.0003394838981642176,0.9963516351635163,3.646977188336757e-05
ER_100_0.5_0.3,1.0266130642832745,0.0006880457969704973,48.8548480647585,26.652851864285626,0.15696969696969698,0.9953915391539154,0.30784469096671974,0.0016017316017316013,0.984074407440744,0.32028029678483094,0.08012083682690674,0.9953915391539154,0.11924342321905904,0.0004136487375527503,0.9944554455445545,0.00016282669617070198
ER_100_0.5_0.4,1.016277673921881,0.0005419139755586346,58.321065518638726,39.39749230333157,0.20727272727272733,0.9942274227422743,0.40649762282091967,0.0021150278293135434,0.9794059405940594,0.4229183841714758,0.1101675317025759,0.9942274227422743,0.1639617623588984,0.0004431542552626943,0.9938193819381939,8.76895576806283e-05
ER_100_0.5_0.5,1.0042801539223798,0.0006193197892372283,66.31807818376376,49.05235169100481,0.25595959595959594,0.9918271827182719,0.5019809825673537,0.002611832611832611,0.9698169816981698,0.5222588623248144,0.14158392770945286,0.9918271827182719,0.21071862054248047,0.0004887331468259874,0.9917071707170717,0.00030364353179622395
ER_100_0.5_0.6,1.0052268583410569,0.0007231550725968053,73.81341432467016,56.51726331138563,0.3072727272727273,0.9887308730873088,0.6026148969889067,0.0031354359925788488,0.9670447044704471,0.6269579554822754,0.17746027992563082,0.9887308730873088,0.26411320827141277,0.0005993935146239009,0.990975097509751,0.0005394411754532977
ER_100_0.5_0.7,0.9982277740443755,0.0014652657574656994,80.16282495287649,58.18751795720748,0.35555555555555557,0.9877707770777078,0.6973058637083995,0.0036281179138321993,0.961008100810081,0.7254740313272877,0.2139208865076463,0.9877707770777078,0.3183773387232153,0.001016154146488982,0.9847584758475848,0.001044093549952415
ER_100_0.5_0.8,0.9752920393754231,0.004081049067804501,85.01084969396163,50.238770564046526,0.39595959595959596,0.9615241524152415,0.7765451664025355,0.0040404040404040395,0.9346894689468946,0.8079142621599341,0.24621922925198014,0.9615241524152415,0.3664467936323964,0.0020735210536245107,0.9635043504350435,0.001887490090955219
ER_100_0.5_0.9,0.9398194213755143,0.007574593996381574,88.56792623212249,38.07866378826284,0.42787878787878786,0.9193759375937594,0.8391442155309036,0.004366110080395792,0.8878367836783678,0.8730420445177246,0.2729250476742805,0.9193759375937594,0.4061929237860479,0.0032535447735014024,0.923936393639364,0.0028072918708889893
