fraction,graph_uncertainty,mean_uncertainty,std_dev_uncertainty,mean_se_degree_centrality,min_se_degree_centrality,max_se_degree_centrality,mean_se_betweenness_centrality,min_se_betweenness_centrality,max_se_betweenness_centrality,mean_se_closeness_centrality,min_se_closeness_centrality,max_se_closeness_centrality,mean_se_eigen_centrality,min_se_eigen_centrality,max_se_eigen_centrality
0.51,100762.18450222217,186.42300051176926,83.16339586570442,0.24059537214892493,0.13717421124828535,0.29326724121518916,6.986014499595766e-06,6.457661505264045e-14,0.0007153956421486976,0.047501947607543095,0.020415642658390968,0.07794432329579618,0.00037951561561888245,1.8652614725390925e-11,0.012990797318791505
0.52,101290.57840657036,187.4506695041532,83.84444679955264,0.2501112343574799,0.1424136849562275,0.30753075397720037,7.006912004462272e-06,2.0645906670067253e-12,0.000716806345987792,0.04945946228374274,0.021403887726198886,0.07958730357815436,0.0003808332532231186,3.404540163291725e-09,0.013073801547380283
0.53,101809.27481081492,188.46863918542422,84.53370658594835,0.25980906031156187,0.1469828186544903,0.3176038901764627,7.027038218912584e-06,3.481293594867212e-14,0.0007175624192122305,0.051484134642334846,0.02227754359034804,0.08383269096715264,0.0003819471871013717,5.442745869143139e-10,0.013093213574636036
0.54,102318.62341940012,189.4704110955279,85.21303110472628,0.26969270772273657,0.15318722125528933,0.32440949457966467,7.047296165895951e-06,6.884206327307436e-14,0.0007185747586677542,0.05357592382380223,0.023481568391369344,0.0858834027685005,0.00038292693151666666,7.189582593475142e-10,0.013135106606802473
0.55,102818.95534703833,190.45449382228657,85.8845322239156,0.27976064553041413,0.1595198802406009,0.3382371360349338,7.067225588010944e-06,3.11236826133761e-14,0.0007193405303308993,0.055739852169965444,0.024731533894777773,0.0888924874870484,0.00038392435380911705,1.3714977438298716e-09,0.013178801979674819
0.56,103310.58441394607,191.42481003847257,86.56819441643093,0.29001494788081245,0.16843670497324154,0.34998061124187246,7.0864600188283045e-06,1.0657377765842696e-12,0.0007200797348128347,0.05797790386883826,0.026527729225761625,0.09168295839500251,0.0003848178170282215,2.2465269636452552e-10,0.013253501121864372
0.57,103793.80833015667,192.3680241182818,87.18946116683107,0.30046104162220155,0.17423730036342647,0.36312989666343015,7.106939862096812e-06,3.58768277175595e-15,0.0007214594999819145,0.06029460234634005,0.027718970600333317,0.09423081706805475,0.0003859129145675993,4.871059302854292e-09,0.013288840788624417
0.58,104268.90978012231,193.29769906734893,87.80463985885994,0.31108826143460694,0.18098679259840422,0.3704044384725065,7.127080159570887e-06,8.746818386816298e-14,0.0007226124149958502,0.06268660256377032,0.029127770076802575,0.09618444608420733,0.0003869465353527807,1.4349856623818334e-09,0.013346655652757479
0.59,104736.15741751608,194.23179080464925,88.5123391742215,0.3218916233550857,0.1904767630493356,0.3814515215916617,7.145050278638188e-06,2.363661899664028e-12,0.0007236628166785075,0.06516061452621234,0.03115004610619955,0.10137679765617348,0.0003874280450246805,2.1832121430527427e-09,0.01340018964904552
0.6,105195.80677901422,195.13751352008674,89.13900318548698,0.33288471855238544,0.19487054622189762,0.39517395273151035,7.1643649622274336e-06,1.6535050395773239e-13,0.0007249493572151175,0.06771639277279969,0.03248995516839372,0.10414703927234048,0.0003882526026887694,1.6452412821541273e-09,0.013506595027510504
0.61,105648.10112485288,196.02586866539517,89.75160350853209,0.3440640780921052,0.20020921822723625,0.4091388685983281,7.183994201806623e-06,6.298774980304675e-13,0.0007259268301364884,0.07036045577619357,0.034681835880846223,0.10698817115223848,0.00038908672387455564,1.7555708938104912e-09,0.013559967464514908
0.62,106093.27221309213,196.90086669016972,90.34190382872502,0.3554242029817602,0.20562003444886326,0.42334626919211504,7.203859838215707e-06,2.775962066046937e-13,0.0007268721429727773,0.07309032195228637,0.03550575453255055,0.10922605538265563,0.0003899101699233861,9.864831615909354e-09,0.013612805930826618
0.63,106531.54101376611,197.75850969803062,90.91716613287912,0.36697202908614335,0.21202383564745933,0.435150866582298,7.223685597682008e-06,9.805032737316074e-13,0.0007277240108095918,0.07591507673507787,0.03719782239917247,0.11326995897805232,0.00039082574979554014,6.8565818772797496e-09,0.013652578589807245
0.64,106963.11836843625,198.6122176908776,91.52320786484421,0.3787002317632948,0.21852583314044777,0.4484574664754845,7.242640228437804e-06,3.2536297507602745e-14,0.0007285281469305133,0.07883395508272917,0.03939813512867505,0.1163318332113028,0.00039149495786369785,7.854470236115008e-09,0.013692785542507744
0.65,107388.20560008255,199.4477565315682,92.1006564952128,0.39061771881992075,0.2251260269278287,0.46332618905191475,7.262055120150428e-06,8.629669650546681e-14,0.0007293647876497153,0.0818547001043057,0.040996476881581,0.1203298277125541,0.0003923106782760872,2.685702819249188e-10,0.013729498783130786
0.66,107806.99507775485,200.28081674960342,92.71141901653434,0.40271517764010273,0.23278934590245903,0.4812109406704,7.280732616542359e-06,3.8250999330761867e-13,0.0007301179769073093,0.08497550833679657,0.043851960556871225,0.12564982357260143,0.00039284881436318334,4.635020670530695e-09,0.013754906409061747
0.67,108219.6707399534,201.08739263549276,93.2532354047898,0.4150034559083605,0.240580921261602,0.4881798715632548,7.300568641623158e-06,2.0708753278162657e-15,0.0007308089888758954,0.08820413366827912,0.04558724802699264,0.12989529377345946,0.0003936993313844217,5.192608278874576e-11,0.01378229546551241
0.68,108626.40858030783,201.89630166856577,93.84625726343927,0.4274666398129857,0.25250876502127756,0.5022680337995652,7.3193005467697095e-06,6.362471565362204e-14,0.0007312986799628125,0.09153633620548923,0.048686070926097495,0.1338344323141262,0.00039421983127158706,5.993692188686809e-10,0.013764837756468022
0.69,109027.37709876761,202.69860780455932,94.4436204975434,0.4401128636143649,0.2616440264087912,0.5151187223259296,7.338116048746549e-06,1.554510710592145e-14,0.0007319791852862977,0.0949800973498132,0.05307265245300281,0.1360726192818099,0.0003945487487874261,2.5200258398527136e-09,0.013777985393873883
0.7,109422.73772120295,203.4762192179676,94.98933610492641,0.45295116738359936,0.26575624673722775,0.5325054784514244,7.357582490920668e-06,3.9974578308185763e-13,0.000732860903006602,0.09854834393540175,0.05540007388649594,0.1444358936115939,0.00039528299388904295,2.7276421174825137e-09,0.013844476565904677
0.71,109812.64519003418,204.24189302928613,95.5129931362834,0.4659763547331118,0.2688614540466392,0.5516667818970121,7.377337569993063e-06,2.190947269965083e-13,0.0007337527295111154,0.10223561274357784,0.05666308077388484,0.14929729596612254,0.0003959864139272649,5.165313799622946e-09,0.013920459793345103
0.72,110197.24792825778,205.0053695532833,96.0622126018437,0.4791780449117799,0.27934240546853156,0.5561367172978784,7.3966271829641905e-06,1.3580483065047437e-13,0.0007343122780878183,0.10604243075276494,0.05868338368297702,0.15380990066639455,0.00039646863990796285,3.6553263976166752e-09,0.013922653922417897
