fraction,graph_uncertainty,mean_uncertainty,std_dev_uncertainty,mean_se_degree_centrality,min_se_degree_centrality,max_se_degree_centrality,mean_se_betweenness_centrality,min_se_betweenness_centrality,max_se_betweenness_centrality,mean_se_closeness_centrality,min_se_closeness_centrality,max_se_closeness_centrality,mean_se_eigen_centrality,min_se_eigen_centrality,max_se_eigen_centrality
0.59,198897.41559352953,392.63816225640215,22.643169466990294,0.2821364848331803,0.22228534841147457,0.3429104780456132,3.0851578546893525e-07,7.886818767680425e-09,1.247609980239154e-06,0.04176869222837049,0.03122800042849973,0.05485321015223076,7.774085042618594e-06,1.719457580183387e-11,9.028881449177814e-05
0.6,200008.9296929521,394.8578445048212,22.803288022577558,0.29177560343125797,0.23862100338576814,0.35354273192111035,3.182746523203446e-07,9.184163324633763e-09,1.2576198539300597e-06,0.043768952793232244,0.03316856106745089,0.05733672904189477,7.809222387098009e-06,1.1314369973493508e-14,9.299331543643325e-05
0.61,201103.53711872819,397.04456860414325,22.958766781646393,0.3015733050367668,0.24551578605632665,0.36192448704961216,3.2818057298426756e-07,1.187168599016902e-08,1.2796720998513495e-06,0.045842030588196185,0.03463631226809973,0.059330854887766175,7.835992594384284e-06,2.0200379076807546e-14,8.977621252696887e-05
0.62,202181.74565877308,399.20134228119207,23.160503143906393,0.3115360004649279,0.25654884113342574,0.3752942131320509,3.3819883651573254e-07,1.28410859930982e-08,1.3065503564059497e-06,0.047994471846299784,0.036734840158973506,0.061792345803898335,7.825924637206657e-06,1.738002816077174e-11,9.403917041155014e-05
0.63,203244.04051195722,401.324353353481,23.330218121321444,0.32165930294658923,0.26782438093749406,0.3864134404674945,3.484043937888705e-07,1.5104132552775945e-08,1.336041552842287e-06,0.05022494313606834,0.038726149152422396,0.06423742303821833,7.84555637375541e-06,1.3013221961022587e-12,9.354555230538408e-05
0.64,204290.885611224,403.41702514609074,23.49197034504696,0.3319423287151,0.27934240546853156,0.39517395273151035,3.5878199101939405e-07,1.81805028746519e-08,1.3639973322109464e-06,0.05253624338115134,0.03975257316875157,0.06644172766145319,7.8576479328213e-06,1.0690088565139829e-11,9.132500221504024e-05
0.65,205322.72485103205,405.484024784698,23.680290617128755,0.34237955272589804,0.29002375749122494,0.40658175693210724,3.692619265904634e-07,2.1132420022895034e-08,1.3850269386378808e-06,0.05492920671864423,0.042085171456563035,0.06936752109940439,7.817697251640771e-06,6.847545459467628e-13,9.117591197779857e-05
0.66,206339.98322732278,407.51665662288485,23.818492672380923,0.3529817765713656,0.2998083168253338,0.41815188561935307,3.799793402439964e-07,2.409130414146275e-08,1.4116183177484479e-06,0.05740964807819889,0.045667942319335346,0.07244552214813489,7.832598704474808e-06,2.5295614703693307e-11,9.081843317370215e-05
0.67,207343.06789740245,409.5248104841695,24.00844293853832,0.3637486154823491,0.30642153665176686,0.42464987510032554,3.9078865378912666e-07,2.842567448225142e-08,1.4434064192889345e-06,0.059983502911173874,0.04730911149649554,0.07589836671709366,7.810737723331657e-06,2.6966078474534367e-10,8.711103518861668e-05
0.68,208332.3691664097,411.5020431312824,24.166819284678226,0.3746809712615521,0.31760389017646284,0.44177911645379114,4.018043667058025e-07,3.198030831071465e-08,1.4632966758614543e-06,0.06265205405276696,0.04875279945267979,0.08028375314723618,7.825980654945878e-06,1.8631024443260784e-12,8.442396516437865e-05
0.69,209308.2614063982,413.45079254827846,24.305869096764148,0.3857768699630557,0.3244094945796648,0.4538362186009834,4.1300613542286465e-07,3.5340807694685416e-08,1.4951016984403137e-06,0.06541778417078396,0.050984043955759485,0.08255578580842723,7.863151762624422e-06,5.631740063823935e-10,8.653025348193757e-05
0.7,210271.1039134938,415.3759004267926,24.45960200982987,0.3970298266234196,0.32898664430195956,0.46742337933529127,4.2434124826500355e-07,3.8765365304818475e-08,1.5184404024543402e-06,0.06828134905665818,0.05277544659479404,0.08646438022149146,7.869263282792042e-06,1.466850842090911e-11,8.730530491408541e-05
0.71,211221.24170807464,417.27736911861797,24.632127551301867,0.40844380717053413,0.3464365266167067,0.4770536302067833,4.3580832171903836e-07,4.186328839920113e-08,1.5434888940383302e-06,0.07124876932700736,0.05698231009365242,0.08917230229520844,7.858627799484314e-06,1.563076434973657e-11,8.89057070602603e-05
0.72,212159.00628246742,419.1503702278117,24.76490713389644,0.4200219578938297,0.35473411349287226,0.488179871563255,4.4748806896943347e-07,4.58908795969472e-08,1.562633909432298e-06,0.07432294553049361,0.05897959183673471,0.09121980520386196,7.890399288723678e-06,2.798690009701205e-12,8.779420210592478e-05
0.73,213084.7163002442,420.99673017715855,24.8732399160778,0.43176549923296687,0.3691870048226404,0.5051097143189235,4.5935627129430555e-07,4.8863964104142895e-08,1.585566027505915e-06,0.07750929298493314,0.06253619274510175,0.09373040648984143,7.947706626553507e-06,7.77176326801589e-12,8.980287293987293e-05
0.74,213998.67825083667,422.8226673929714,25.00772138878944,0.44366688810933,0.3839284730175621,0.5151187223259296,4.713447512777742e-07,5.24504598801293e-08,1.6045849890198684e-06,0.08080886130673501,0.06626703892785503,0.09673510439769804,7.973360260397162e-06,8.030058966419305e-12,8.800561432490573e-05
