fraction,graph_uncertainty,mean_uncertainty,std_dev_uncertainty,min_uncertainty,max_uncertainty,number_contacts
0.3,106505.02695225661,39.59609341778792,38.85083969747057,17.812716309780367,555.2827139498653,1413
0.3,106505.02695225661,39.59609341778792,38.85083969747057,17.812716309780367,555.2827139498653,1308
0.3,106505.02695225661,39.59609341778792,38.85083969747057,17.812716309780367,555.2827139498653,1381
0.3,106505.02695225661,39.59609341778792,38.85083969747057,17.812716309780367,555.2827139498653,1437
0.3,106505.02695225661,39.59609341778792,38.85083969747057,17.812716309780367,555.2827139498653,1426
0.3,106505.02695225661,39.59609341778792,38.85083969747057,17.812716309780367,555.2827139498653,1484
0.3,106505.02695225661,39.59609341778792,38.85083969747057,17.812716309780367,555.2827139498653,1578
0.3,106505.02695225661,39.59609341778792,38.85083969747057,17.812716309780367,555.2827139498653,1456
0.35,116177.55886135821,43.39916035800814,42.807259811649296,19.760248889886235,609.9609002493935,1551
0.35,116177.55886135821,43.39916035800814,42.807259811649296,19.760248889886235,609.9609002493935,1303
0.35,116177.55886135821,43.39916035800814,42.807259811649296,19.760248889886235,609.9609002493935,1279
0.35,116177.55886135821,43.39916035800814,42.807259811649296,19.760248889886235,609.9609002493935,1537
0.35,116177.55886135821,43.39916035800814,42.807259811649296,19.760248889886235,609.9609002493935,1476
0.35,116177.55886135821,43.39916035800814,42.807259811649296,19.760248889886235,609.9609002493935,1459
0.35,116177.55886135821,43.39916035800814,42.807259811649296,19.760248889886235,609.9609002493935,1442
0.35,116177.55886135821,43.39916035800814,42.807259811649296,19.760248889886235,609.9609002493935,1487
0.35,116177.55886135821,43.39916035800814,42.807259811649296,19.760248889886235,609.9609002493935,1368
0.35,116177.55886135821,43.39916035800814,42.807259811649296,19.760248889886235,609.9609002493935,1649
0.4,125508.37053378724,47.07508721692767,46.416111915197604,21.56760381194384,662.4035475254263,1589
0.4,125508.37053378724,47.07508721692767,46.416111915197604,21.56760381194384,662.4035475254263,1698
0.4,125508.37053378724,47.07508721692767,46.416111915197604,21.56760381194384,662.4035475254263,1756
0.4,125508.37053378724,47.07508721692767,46.416111915197604,21.56760381194384,662.4035475254263,1690
0.4,125508.37053378724,47.07508721692767,46.416111915197604,21.56760381194384,662.4035475254263,1881
0.4,125508.37053378724,47.07508721692767,46.416111915197604,21.56760381194384,662.4035475254263,1531
0.4,125508.37053378724,47.07508721692767,46.416111915197604,21.56760381194384,662.4035475254263,1359
0.4,125508.37053378724,47.07508721692767,46.416111915197604,21.56760381194384,662.4035475254263,1561
0.4,125508.37053378724,47.07508721692767,46.416111915197604,21.56760381194384,662.4035475254263,1454
0.4,125508.37053378724,47.07508721692767,46.416111915197604,21.56760381194384,662.4035475254263,1535
0.45,134100.36320996148,50.46103714974732,49.77148589991846,23.255659805629097,709.5030340551424,1404
0.45,134100.36320996148,50.46103714974732,49.77148589991846,23.255659805629097,709.5030340551424,1879
0.45,134100.36320996148,50.46103714974732,49.77148589991846,23.255659805629097,709.5030340551424,1636
0.45,134100.36320996148,50.46103714974732,49.77148589991846,23.255659805629097,709.5030340551424,1435
0.45,134100.36320996148,50.46103714974732,49.77148589991846,23.255659805629097,709.5030340551424,1251
0.45,134100.36320996148,50.46103714974732,49.77148589991846,23.255659805629097,709.5030340551424,1425
0.45,134100.36320996148,50.46103714974732,49.77148589991846,23.255659805629097,709.5030340551424,1586
0.45,134100.36320996148,50.46103714974732,49.77148589991846,23.255659805629097,709.5030340551424,1366
0.45,134100.36320996148,50.46103714974732,49.77148589991846,23.255659805629097,709.5030340551424,1500
0.45,134100.36320996148,50.46103714974732,49.77148589991846,23.255659805629097,709.5030340551424,1267
0.5,142056.47121480142,53.60494071205636,52.983749508675366,24.84062230635025,756.8423994842897,1628
0.5,142056.47121480142,53.60494071205636,52.983749508675366,24.84062230635025,756.8423994842897,1516
0.5,142056.47121480142,53.60494071205636,52.983749508675366,24.84062230635025,756.8423994842897,1503
0.5,142056.47121480142,53.60494071205636,52.983749508675366,24.84062230635025,756.8423994842897,1554
0.5,142056.47121480142,53.60494071205636,52.983749508675366,24.84062230635025,756.8423994842897,1533
0.5,142056.47121480142,53.60494071205636,52.983749508675366,24.84062230635025,756.8423994842897,1523
0.5,142056.47121480142,53.60494071205636,52.983749508675366,24.84062230635025,756.8423994842897,1530
0.5,142056.47121480142,53.60494071205636,52.983749508675366,24.84062230635025,756.8423994842897,1693
0.5,142056.47121480142,53.60494071205636,52.983749508675366,24.84062230635025,756.8423994842897,1370
0.5,142056.47121480142,53.60494071205636,52.983749508675366,24.84062230635025,756.8423994842897,1418
0.55,149654.83413523706,56.607428906575564,55.94530111231848,26.335386998099832,798.2865627500009,1450
0.55,149654.83413523706,56.607428906575564,55.94530111231848,26.335386998099832,798.2865627500009,1628
0.55,149654.83413523706,56.607428906575564,55.94530111231848,26.335386998099832,798.2865627500009,1577
0.55,149654.83413523706,56.607428906575564,55.94530111231848,26.335386998099832,798.2865627500009,1462
0.55,149654.83413523706,56.607428906575564,55.94530111231848,26.335386998099832,798.2865627500009,1484
0.55,149654.83413523706,56.607428906575564,55.94530111231848,26.335386998099832,798.2865627500009,1525
0.55,149654.83413523706,56.607428906575564,55.94530111231848,26.335386998099832,798.2865627500009,1468
0.55,149654.83413523706,56.607428906575564,55.94530111231848,26.335386998099832,798.2865627500009,1595
0.55,149654.83413523706,56.607428906575564,55.94530111231848,26.335386998099832,798.2865627500009,1563
0.55,149654.83413523706,56.607428906575564,55.94530111231848,26.335386998099832,798.2865627500009,1509
0.6,156724.24917788815,59.401736178355016,58.73747773928197,27.750424497378678,837.5003853765273,1606
0.6,156724.24917788815,59.401736178355016,58.73747773928197,27.750424497378678,837.5003853765273,1342
0.6,156724.24917788815,59.401736178355016,58.73747773928197,27.750424497378678,837.5003853765273,1326
0.6,156724.24917788815,59.401736178355016,58.73747773928197,27.750424497378678,837.5003853765273,1445
0.6,156724.24917788815,59.401736178355016,58.73747773928197,27.750424497378678,837.5003853765273,1304
0.6,156724.24917788815,59.401736178355016,58.73747773928197,27.750424497378678,837.5003853765273,1482
0.6,156724.24917788815,59.401736178355016,58.73747773928197,27.750424497378678,837.5003853765273,1472
0.6,156724.24917788815,59.401736178355016,58.73747773928197,27.750424497378678,837.5003853765273,1476
0.6,156724.24917788815,59.401736178355016,58.73747773928197,27.750424497378678,837.5003853765273,1562
0.6,156724.24917788815,59.401736178355016,58.73747773928197,27.750424497378678,837.5003853765273,1564
0.65,163610.5386858185,62.128749290147134,61.443174787336154,29.094378898596037,877.413166333764,1586
0.65,163610.5386858185,62.128749290147134,61.443174787336154,29.094378898596037,877.413166333764,1454
0.65,163610.5386858185,62.128749290147134,61.443174787336154,29.094378898596037,877.413166333764,1276
0.65,163610.5386858185,62.128749290147134,61.443174787336154,29.094378898596037,877.413166333764,1699
0.65,163610.5386858185,62.128749290147134,61.443174787336154,29.094378898596037,877.413166333764,1453
0.65,163610.5386858185,62.128749290147134,61.443174787336154,29.094378898596037,877.413166333764,1483
0.65,163610.5386858185,62.128749290147134,61.443174787336154,29.094378898596037,877.413166333764,1336
0.65,163610.5386858185,62.128749290147134,61.443174787336154,29.094378898596037,877.413166333764,1204
0.65,163610.5386858185,62.128749290147134,61.443174787336154,29.094378898596037,877.413166333764,1465
0.65,163610.5386858185,62.128749290147134,61.443174787336154,29.094378898596037,877.413166333764,1788
0.7,169917.21240758078,64.62649088758329,64.0073714495131,30.374486817788775,912.7355347588682,1285
0.7,169917.21240758078,64.62649088758329,64.0073714495131,30.374486817788775,912.7355347588682,1922
0.7,169917.21240758078,64.62649088758329,64.0073714495131,30.374486817788775,912.7355347588682,1320
0.7,169917.21240758078,64.62649088758329,64.0073714495131,30.374486817788775,912.7355347588682,1419
0.7,169917.21240758078,64.62649088758329,64.0073714495131,30.374486817788775,912.7355347588682,1718
0.7,169917.21240758078,64.62649088758329,64.0073714495131,30.374486817788775,912.7355347588682,1599
0.7,169917.21240758078,64.62649088758329,64.0073714495131,30.374486817788775,912.7355347588682,1310
0.7,169917.21240758078,64.62649088758329,64.0073714495131,30.374486817788775,912.7355347588682,1454
0.7,169917.21240758078,64.62649088758329,64.0073714495131,30.374486817788775,912.7355347588682,1635
0.7,169917.21240758078,64.62649088758329,64.0073714495131,30.374486817788775,912.7355347588682,1591
0.75,176080.07233504023,67.06695672881695,66.43687134619603,31.596879239125222,946.4611815870828,1499
0.75,176080.07233504023,67.06695672881695,66.43687134619603,31.596879239125222,946.4611815870828,1612
0.75,176080.07233504023,67.06695672881695,66.43687134619603,31.596879239125222,946.4611815870828,1266
0.75,176080.07233504023,67.06695672881695,66.43687134619603,31.596879239125222,946.4611815870828,1515
0.75,176080.07233504023,67.06695672881695,66.43687134619603,31.596879239125222,946.4611815870828,1436
0.75,176080.07233504023,67.06695672881695,66.43687134619603,31.596879239125222,946.4611815870828,1453
0.75,176080.07233504023,67.06695672881695,66.43687134619603,31.596879239125222,946.4611815870828,1588
0.75,176080.07233504023,67.06695672881695,66.43687134619603,31.596879239125222,946.4611815870828,1731
0.75,176080.07233504023,67.06695672881695,66.43687134619603,31.596879239125222,946.4611815870828,1524
0.75,176080.07233504023,67.06695672881695,66.43687134619603,31.596879239125222,946.4611815870828,1605
0.8,181933.558121204,69.38906606782032,68.75188739111142,32.76680424056753,979.9052185191733,1811
0.8,181933.558121204,69.38906606782032,68.75188739111142,32.76680424056753,979.9052185191733,1329
0.8,181933.558121204,69.38906606782032,68.75188739111142,32.76680424056753,979.9052185191733,1530
0.8,181933.558121204,69.38906606782032,68.75188739111142,32.76680424056753,979.9052185191733,1467
0.8,181933.558121204,69.38906606782032,68.75188739111142,32.76680424056753,979.9052185191733,1445
0.8,181933.558121204,69.38906606782032,68.75188739111142,32.76680424056753,979.9052185191733,1641
0.8,181933.558121204,69.38906606782032,68.75188739111142,32.76680424056753,979.9052185191733,1729
0.8,181933.558121204,69.38906606782032,68.75188739111142,32.76680424056753,979.9052185191733,1297
0.8,181933.558121204,69.38906606782032,68.75188739111142,32.76680424056753,979.9052185191733,1490
0.8,181933.558121204,69.38906606782032,68.75188739111142,32.76680424056753,979.9052185191733,1461
0.85,187580.06529404037,71.62707027714274,70.98704866075941,33.88879476494614,1013.0479366868266,1406
0.85,187580.06529404037,71.62707027714274,70.98704866075941,33.88879476494614,1013.0479366868266,1574
0.85,187580.06529404037,71.62707027714274,70.98704866075941,33.88879476494614,1013.0479366868266,1608
0.85,187580.06529404037,71.62707027714274,70.98704866075941,33.88879476494614,1013.0479366868266,1790
0.85,187580.06529404037,71.62707027714274,70.98704866075941,33.88879476494614,1013.0479366868266,1641
0.85,187580.06529404037,71.62707027714274,70.98704866075941,33.88879476494614,1013.0479366868266,1637
0.85,187580.06529404037,71.62707027714274,70.98704866075941,33.88879476494614,1013.0479366868266,1327
0.85,187580.06529404037,71.62707027714274,70.98704866075941,33.88879476494614,1013.0479366868266,1438
0.85,187580.06529404037,71.62707027714274,70.98704866075941,33.88879476494614,1013.0479366868266,1413
0.85,187580.06529404037,71.62707027714274,70.98704866075941,33.88879476494614,1013.0479366868266,1334
0.9,192907.91819341105,73.74134038272588,73.12425430889523,34.96679727694742,1042.6535617034851,1661
0.9,192907.91819341105,73.74134038272588,73.12425430889523,34.96679727694742,1042.6535617034851,1407
0.9,192907.91819341105,73.74134038272588,73.12425430889523,34.96679727694742,1042.6535617034851,1563
0.9,192907.91819341105,73.74134038272588,73.12425430889523,34.96679727694742,1042.6535617034851,1667
0.9,192907.91819341105,73.74134038272588,73.12425430889523,34.96679727694742,1042.6535617034851,1715
0.9,192907.91819341105,73.74134038272588,73.12425430889523,34.96679727694742,1042.6535617034851,1689
0.9,192907.91819341105,73.74134038272588,73.12425430889523,34.96679727694742,1042.6535617034851,1553
0.9,192907.91819341105,73.74134038272588,73.12425430889523,34.96679727694742,1042.6535617034851,1287
0.9,192907.91819341105,73.74134038272588,73.12425430889523,34.96679727694742,1042.6535617034851,1596
0.9,192907.91819341105,73.74134038272588,73.12425430889523,34.96679727694742,1042.6535617034851,1441
0.95,198146.93882850814,75.82193272394892,75.18730062040258,36.00427198236608,1070.1130230496758,1544
0.95,198146.93882850814,75.82193272394892,75.18730062040258,36.00427198236608,1070.1130230496758,1307
0.95,198146.93882850814,75.82193272394892,75.18730062040258,36.00427198236608,1070.1130230496758,1655
0.95,198146.93882850814,75.82193272394892,75.18730062040258,36.00427198236608,1070.1130230496758,1704
0.95,198146.93882850814,75.82193272394892,75.18730062040258,36.00427198236608,1070.1130230496758,1885
0.95,198146.93882850814,75.82193272394892,75.18730062040258,36.00427198236608,1070.1130230496758,1535
0.95,198146.93882850814,75.82193272394892,75.18730062040258,36.00427198236608,1070.1130230496758,1634
0.95,198146.93882850814,75.82193272394892,75.18730062040258,36.00427198236608,1070.1130230496758,1403
0.95,198146.93882850814,75.82193272394892,75.18730062040258,36.00427198236608,1070.1130230496758,1579
0.95,198146.93882850814,75.82193272394892,75.18730062040258,36.00427198236608,1070.1130230496758,1578
1.0,203056.28388346147,77.7718594268366,77.16481457394966,37.00427198236608,1099.618357993717,1286
1.0,203056.28388346147,77.7718594268366,77.16481457394966,37.00427198236608,1099.618357993717,1791
1.0,203056.28388346147,77.7718594268366,77.16481457394966,37.00427198236608,1099.618357993717,1428
1.0,203056.28388346147,77.7718594268366,77.16481457394966,37.00427198236608,1099.618357993717,1425
1.0,203056.28388346147,77.7718594268366,77.16481457394966,37.00427198236608,1099.618357993717,1574
1.0,203056.28388346147,77.7718594268366,77.16481457394966,37.00427198236608,1099.618357993717,1540
1.0,203056.28388346147,77.7718594268366,77.16481457394966,37.00427198236608,1099.618357993717,1268
1.0,203056.28388346147,77.7718594268366,77.16481457394966,37.00427198236608,1099.618357993717,1635
1.0,203056.28388346147,77.7718594268366,77.16481457394966,37.00427198236608,1099.618357993717,1651
1.0,203056.28388346147,77.7718594268366,77.16481457394966,37.00427198236608,1099.618357993717,1504
